"RegionName","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"Colorado",0.4104,0.4359,0.5112,0.5571,0.6747,0.7118,0.7526,0.6563,0.7248,0.7685,0.776,0.7737,0.6787,0.63,0.8459,0.932,0.9004,0.9557,1.0553,0.9915,1.0152,1.05,0.9404,0.8369,0.8311,0.7845,0.8062,0.7609,0.8103,0.7652,0.7869,0.8801,0.8764,0.8001,0.8117,0.7891,0.8264,0.6695,0.6929,0.7753,0.8712,0.9612,0.964,1.0315,0.9971,0.9437,0.9549,0.9512,1.0215,0.8786,0.9503,0.9372,1.1913,1.1446,1.2364,1.2842,1.2127,1.3248,1.3453,1.4291,1.484,1.421,1.4685,1.5039,1.5861,1.5349,1.7274,1.7278,1.89,2.096,1.8415,1.9587,4.4197,5.7778,6.4317,6.7903,7.0117,7.114,6.6403,7.378,8.4052,8.3842,7.8575,8.3193,8.7078,8.652,9.0243,9.2896,9.2155,9.533,9.2339,9.5793,9.6513,9.1581,8.7216,9.3969,9.9778,10.1218,11.3498,12.0859,12.6432,12.9951,12.334,12.8492,12.8121,12.6957,15.4089,14.9293,16.2036,14.334,14.2255,14.1349,16.7629,17.8174,17.8302,18.9961,19.6302,18.4819,18.1455,17.3649,17.9567,18.3893,10.9982,5.4931,4.8234,3.6116,6.1851,10.6973,13.5022,14.536,12.6471,11.1181,9.7632,11.0636,10.1332,9.7999,9.8595,11.2379,12.2283,11.3723,10.9875,11.2202,11.4067,11.7909,13.3354,13.6987,14.5175,14.7006,13.0615,12.5784,12.7161,13.77,14.4158,13.0647,11.4747,10.7805,11.66,11.7688,12.7923,12.2669,10.4924,10.0388,9.4439,10.2908,10.7348,9.5008,9.0569,8.8466,9.5942,9.2841,9.0528,6.9539,3.7287,1.6692,1.0252,1.0522,1.0393,1.2915,1.5444,1.4321,1.1753,0.9358,1.0228,0.8915,0.8258,0.6988,0.6562,0.677,0.6066,0.6098,1.6355,2.9494,4.1883,3.5012
"Alabama",1.2569,1.1882,1.2465,1.2,1.0901,0.9885,1.0162,0.9351,1.06,1.1193,1.1568,1.0813,1.0283,1.2164,1.1966,1.1183,0.8787,0.9414,0.9373,0.9733,0.9055,1.0862,1.1151,1.2427,1.1692,1.2182,1.2142,1.1779,1.0897,1.1626,1.1806,1.1223,1.0906,1.1866,1.2744,1.3487,1.2786,1.1722,1.2784,1.4225,1.5826,1.426,0.9206,0.3725,0.1583,0.1053,0.1143,0.0993,0.1214,0.1142,0.1266,0.0705,0.059,0.0731,0.0766,0.0441,0.0547,0.0765,0.1006,0.0814,0.098,0.0854,0.0752,0.0781,0.0848,0.0953,0.1054,0.0799,0.0856,0.0895,0.1042,0.1577,0.1221,0.1034,0.0621,0.1035,0.1909,0.6607,0.9157,0.9928,0.8324,0.89,0.7341,0.8238,0.7526,0.6832,0.8567,0.7741,0.6793,0.7167,0.5628,0.5243,0.4346,0.3251,0.2464,0.2522,0.2979,0.3077,0.3274,0.3092,0.4252,0.4902,0.5644,0.5338,0.4651,0.6499,0.742,0.912,1.0076,0.9299,1.2457,1.5326,1.4624,1.16,0.9708,0.9721,1.0567,1.2029,1.1597,1.2105,1.2,1.2458,1.3264,1.4291,1.4725,1.5182,1.555,1.4656,1.4678,1.6704,1.5047,1.4059,1.2889,1.4139,1.5808,1.4763,1.4751,1.5617,1.6313,1.7556,1.6805,1.747,1.8839,2.2818,2.4269,2.376,2.778,2.8856,2.9902,3.282,3.4351,3.4368,3.287,3.3601,2.8272,2.6927,2.4674,2.9872,3.6185,3.5864,3.0497,3.1345,3.4326,3.8453,3.8711,4.1983,4.1048,3.8348,3.4257,3.5396,3.058,2.9345,3.5426,3.4169,3.6208,3.4747,4.0723,4.604,4.4204,4.6753,4.2842,3.8442,3.5816,3.6108,3.7702,3.5254,3.8369,3.6515,3.5793,3.3535,3.5496,3.3353,3.0522,3.5397
"South Carolina",,,,0.0044,0.0116,0.0158,0.0085,,,0.0043,,,0.0085,0.006,,,,0.0042,0.0071,0.0125,0.0071,,,0.0084,0.0228,0.0272,0.0345,0.043,0.0719,0.0981,0.1043,0.1329,0.1044,0.1175,0.1382,0.2311,0.2319,0.2405,0.2361,0.2053,0.2231,0.2115,0.1623,0.2079,0.2244,0.2605,0.2623,0.2712,0.3411,0.4523,0.3607,0.2701,0.1745,0.1526,0.1545,0.2192,0.2298,0.1651,0.1713,0.4152,0.5078,0.5603,0.4225,0.3314,0.2627,0.2161,0.2333,0.2115,0.2253,0.2254,0.204,0.2397,0.7501,1.078,1.5927,1.7845,1.879,2.164,2.4422,2.8674,3.0753,2.9308,2.8571,3.1567,3.2192,3.1865,3.2591,3.0966,2.8022,2.7915,2.6651,2.9568,2.9606,2.8125,2.6238,2.9638,3.159,3.0926,3.4846,3.0417,2.9817,2.7206,2.7516,2.8269,2.7969,2.8044,2.6351,2.6189,2.679,2.6093,2.6228,2.4121,2.3672,2.3943,2.4507,2.4572,2.3774,2.4391,2.6572,2.7265,3.2283,3.532,3.6693,3.7767,3.8224,4.41,4.711,4.6719,4.8363,4.7386,4.3376,4.8477,5.6173,5.2691,5.6032,5.1172,3.9797,3.2846,3.6472,4.3835,4.5853,4.5888,4.6212,5.2981,5.0026,6.8311,7.8951,7.3301,6.2122,6.7585,7.4553,7.5055,6.788,6.4198,6.354,6.583,6.2273,5.6539,6.0396,5.9718,5.7022,5.6819,4.5374,4.168,3.7444,4.6119,4.9507,5.4839,6.1954,7.5518,7.2871,7.0908,7.0808,6.8742,6.907,7.6184,7.1404,7.1137,6.1923,6.0116,6.5215,6.4378,7.0326,6.7199,6.0298,5.6266,6.0732,6.0836,5.7608,6.0604,5.1418,5.3206,5.0538,5.3893
"Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0076,,,0.0071,0.0118,0.0069,,,,,,,,,,,,,,,0.0065,,0.0086,0.0316,0.089,0.0558,0.0204,,,0.0067,0.0112,0.0066,0.0085,,0.0483,0.0929,0.1595,0.1855,0.2365,0.2843,0.2382,0.2144,0.2308,0.2346,0.1889,0.2383,0.2245,0.2205,0.2078,0.2453,0.4284,0.4886,0.4813,0.2766,0.101,0.0143,0.0066,,,0.0204,0.0287,0.0939,0.3619,0.5643,0.6509,0.5674,0.5441,0.5271,0.5401,0.4707,0.547,0.5885,0.5974,0.5488,0.6411,0.7463,0.6689,0.5725,0.5234,0.5784,0.5956,0.6414,0.6503,0.6129,0.4531,0.4467,0.451,0.5473,0.5448,0.6501,0.5367,0.3204,0.2144,0.1679,0.1149,0.1337,0.1809,0.2757,0.2487,0.1579,0.0941,0.0927,0.0729,0.0741,0.0749,0.1314,0.0838,0.0491,0.0304,0.0251,0.0449,0.0349,0.0162,0.0279,0.0425,0.0501,0.1077,0.1308,0.126,0.0678,0.0232,0.1787,0.2896,0.2852
"Oregon",0.2467,0.3173,0.3922,0.4286,0.4239,0.4891,0.5092,0.4815,0.4667,0.475,0.548,0.6427,0.6637,0.7051,0.7507,0.6734,0.6689,0.7936,0.9013,0.9746,0.9537,1.0367,1.0103,1.1669,1.2914,1.2386,1.1432,0.9996,1.0419,1.0692,1.1012,1.2372,1.131,1.1385,1.1432,1.3872,1.7648,1.9577,1.9184,1.5197,1.5146,1.7734,1.9964,1.973,1.8634,1.9352,1.9984,1.9702,2.266,2.431,2.2248,2.3058,2.2012,2.3255,2.5143,2.5692,2.6264,2.6903,2.6774,2.5508,2.6926,2.4328,2.4986,2.1525,1.9556,2.1048,2.229,2.2217,2.3778,2.4766,2.3184,2.2238,2.7909,2.7076,2.9763,2.7469,2.4088,2.4813,2.4918,2.8038,2.6989,2.4155,1.9607,2.2966,2.3792,2.3348,2.1554,1.9551,1.8068,1.7819,1.7621,1.6601,1.553,1.3413,1.1934,1.1855,1.1333,1.0999,1.0487,0.9611,0.928,0.8519,0.7934,0.8509,0.9151,0.8912,0.7851,0.7611,0.9963,1.0999,1.0143,1.1272,1.1047,1.1949,1.3305,1.6127,1.6735,2.127,2.0939,2.2932,2.8393,3.2011,3.0803,3.2692,3.6861,4.1957,5.3095,5.1974,6.288,7.0433,6.8685,6.7818,6.7797,8.0006,7.3686,6.8188,6.678,8.7494,10.0156,10.2697,10.0228,9.46,9.0317,10.1457,11.3314,10.8982,10.3163,10.2671,10.2478,11.1576,12.0021,12.5802,13.1511,13.774,10.5688,8.9181,7.9781,7.2754,6.6969,6.1346,5.9429,6.2355,5.3948,6.3156,8.1755,11.3868,14.1335,11.8642,9.5977,7.4453,7.29,6.7996,6.153,6.0072,6.2285,6.3697,6.2449,4.9011,3.5666,2.7767,2.2368,2.1777,2.0702,1.7026,1.6322,1.806,2.1741,2.1229,2.0823,2.2943,2.7165,2.8055,3.7456,4.1358
"Oklahoma",0.0678,0.0473,0.0669,0.064,0.1719,0.2309,0.2815,0.3126,0.2934,0.2515,0.2543,0.2652,0.3449,0.2797,0.2928,0.2807,0.277,0.3184,0.2923,0.2549,0.2429,0.2357,0.2466,0.2477,0.2413,0.2311,0.2059,0.2211,0.2875,0.3408,0.3206,0.3831,0.3796,0.5873,0.8047,0.7753,0.7071,0.6553,0.8366,0.8993,0.9656,0.8972,0.9281,0.9875,0.9586,0.9329,0.9705,0.9929,1.1672,1.1308,1.1618,1.1392,1.2969,1.2652,1.3575,1.4745,1.5515,1.4026,1.4874,1.534,1.5821,1.2727,1.2887,1.3617,1.5107,1.5747,1.4923,1.7029,1.9135,2.0716,1.8808,1.9419,1.9357,1.676,1.6557,1.806,1.7504,1.8621,2.0958,1.6944,1.5067,1.2576,1.3253,1.5187,1.2952,1.0761,1.1927,1.2108,1.2305,1.3087,1.855,1.691,1.3148,1.078,0.9007,1.0298,1.2277,1.1406,1.127,1.1064,1.1795,1.4738,1.9974,1.8842,1.705,1.5049,1.4409,1.7038,1.7234,1.6459,1.5075,1.3852,1.4079,1.4017,1.9581,1.8828,1.5581,1.3049,1.3851,1.4306,1.6484,1.9343,1.7939,1.7714,1.8379,2.5625,2.2091,1.9677,2.0834,2.0132,1.8485,1.7589,1.5647,1.5036,1.6122,1.5115,1.5123,2.4596,2.18,1.9347,1.5442,1.569,1.4959,1.5064,1.546,1.5658,1.5073,1.4279,1.3339,2.2844,2.0334,1.8103,1.6657,1.6282,1.4265,1.4692,1.3315,1.1967,1.4724,1.397,1.4334,4.3792,3.4739,2.1595,1.2792,1.4462,1.4744,1.3967,1.3535,1.4068,1.5451,1.3556,1.1034,3.7909,3.16,2.0777,1.3172,1.8534,1.8457,1.5434,1.5376,1.8951,2.0418,2.5207,2.4249,6.0744,4.9009,3.2816,1.8603,2.0875,2.2754,2.032,1.5976,1.2515
"Connecticut",0.1695,0.1513,0.1318,0.1231,0.1728,0.1985,0.2866,0.2503,0.2464,0.1921,0.1738,0.1441,0.1419,0.1245,0.148,0.1707,0.1719,0.2364,0.1986,0.2683,0.2875,0.2636,0.1964,0.2078,0.1862,0.1834,0.2172,0.2184,0.2349,0.3153,0.2385,0.2847,0.3145,0.3043,0.2829,0.2251,0.1997,0.168,0.1771,0.196,0.2531,0.2333,0.2543,0.336,0.3213,0.2937,0.2009,0.2652,0.2913,0.2347,0.2202,0.2979,0.3513,0.3774,0.3877,0.3663,0.3615,0.3535,0.3334,0.4109,0.393,0.2915,0.2885,0.2992,0.348,0.4282,0.4283,0.4761,0.458,0.4561,0.4078,0.3916,0.3824,0.3949,0.4286,0.4447,0.5498,0.5964,0.6236,0.5957,0.5972,0.5388,0.5839,0.5672,0.4902,0.3848,0.3659,0.4347,0.4791,0.4983,0.549,0.6213,0.5848,0.532,0.4893,0.4771,0.433,0.3975,0.506,0.5098,0.5288,0.5897,0.6294,0.7369,0.7751,0.8801,0.839,0.8352,0.7367,0.6613,0.6848,0.8586,0.9339,1.0354,1.1031,1.1065,0.9436,0.8322,0.8758,0.8021,0.7651,0.9183,0.9749,1.1281,1.1237,1.2736,1.306,1.4012,1.4462,1.4698,1.3632,1.4332,1.3013,1.2645,1.4514,1.6315,1.5351,1.5543,1.5033,1.6539,1.8984,2.0008,1.9854,2.1292,2.0406,1.7939,2.0831,3.2529,3.704,5.4681,5.4449,5.844,5.4755,4.8478,4.6985,3.8724,2.9473,2.6357,2.585,2.5711,2.9318,3.1675,3.3397,3.1137,3.2223,3.2389,3.3066,3.4002,3.581,3.5784,3.9381,4.2947,4.8297,4.8002,3.9919,4.1389,4.2572,5.0395,4.7556,4.7969,4.1786,3.9024,3.865,4.0328,3.9449,4.5974,5.0642,5.7637,5.9709,5.9595,5.4805,5.3718,5.6658,4.257
"Iowa",0.056,0.1025,0.0571,0.0386,0.0612,0.1195,0.1336,0.1011,0.0905,0.0932,0.0658,0.0599,0.0284,0.028,,,,0.0156,,,,,,0.0499,0.0349,,0.016,0.0443,0.028,0.0255,0.1538,0.1845,0.1805,0.192,0.2851,0.2993,0.221,0.1765,0.2127,0.2317,0.1825,0.1711,0.1303,0.1664,0.2009,0.2535,0.2478,0.2029,0.1902,0.1609,0.2063,0.1744,0.2078,0.3521,0.4832,0.4485,0.3813,0.3951,0.3642,0.2721,0.4238,0.4766,0.3685,0.2279,0.1358,0.221,0.2497,0.4931,0.4556,0.5172,0.6819,0.5308,0.4173,0.4506,0.5593,1.0702,1.1038,1.2575,1.6935,1.6839,1.7736,1.645,1.6406,1.9198,1.9664,1.7471,1.7663,1.837,1.7716,1.9812,1.8967,2.1815,1.9637,2.0448,1.916,2.038,1.9128,1.9542,1.6784,1.8162,1.8119,2.2132,2.1297,2.3253,2.0949,2.2461,1.9742,2.2519,2.5034,2.3715,1.9915,2.011,2.0204,2.0795,2.3759,2.5079,2.9357,3.1821,2.875,2.4209,2.3163,2.0669,2.0207,2.0336,2.0476,1.9285,1.9313,2.1108,2.5696,2.5925,2.2389,3.0361,3.4195,3.7599,3.6368,2.8853,2.1813,2.2091,2.6645,3.3614,3.422,3.3375,3.3546,3.233,3.0598,3.0327,3.2279,3.2094,3.7732,4.397,4.2174,4.1423,3.7931,3.5541,2.7378,2.763,2.5291,2.384,2.8198,3.4242,3.81,3.6447,3.4624,3.1955,2.9337,2.5269,2.3175,2.8882,2.2524,2.1836,1.955,2.1641,1.8887,1.9689,1.8517,1.9477,1.7447,1.7961,1.7491,1.6706,1.6709,1.8745,1.8813,1.9906,1.9797,1.6985,1.8433,1.9246,1.8546,2.1323,2.0027,1.6897,1.3998,1.7602
"Arkansas",0.0739,0.0646,0.0594,0.0992,0.0957,0.0819,0.0786,0.0768,0.0603,0.078,0.0579,0.0911,0.0722,0.0935,0.0683,0.081,0.1314,0.1055,0.0814,0.06,0.0434,0.0462,0.045,0.0654,0.0431,0.067,0.0773,0.0777,0.043,0.0558,0.0513,0.0664,0.0688,0.0781,0.0467,0.0921,0.1666,0.2556,0.2653,0.2712,0.2522,0.3147,0.2817,0.3216,0.2642,0.2321,0.1731,0.21,0.1863,0.1651,0.272,0.3915,0.5051,0.5314,0.4644,0.4514,0.4741,0.3825,0.3108,0.2671,0.3249,0.284,0.3066,0.3585,0.3561,0.3635,0.2701,0.235,0.2085,0.2518,0.2178,0.1891,0.5171,0.5861,0.7813,0.7816,0.8103,0.8303,0.856,0.9149,1.0027,0.9399,0.8697,0.7802,0.8018,0.5929,0.7901,0.7869,0.7869,0.8384,0.8506,0.9634,0.9025,0.7214,0.7609,0.7572,0.7754,0.7706,0.769,0.7479,0.8108,0.9524,0.9928,1.0543,0.9093,1.0494,0.9557,0.8996,0.8492,0.9304,0.9029,0.9039,0.8581,0.8578,0.8246,1.0309,0.9664,0.9404,0.8333,0.8768,0.9794,1.1093,1.0816,1.3432,1.1375,1.0023,0.9953,0.9447,0.9902,1.0833,1.1683,1.1427,1.1275,1.1996,1.1422,1.0853,1.0099,1.1701,1.2498,1.2189,1.0936,1.0692,1.0798,1.0394,1.43,1.7452,1.7998,1.8172,1.7295,2.0466,2.1024,2.1065,2.1486,1.9457,1.5878,1.4741,1.4807,1.5305,1.7602,1.8258,1.9507,1.9005,1.7935,1.4855,1.545,1.1532,0.9327,0.9057,0.7642,0.8155,0.9768,1.3263,1.4432,1.5796,1.6342,1.9769,1.8187,1.9321,1.8553,1.7753,1.9155,1.8453,2.397,3.5491,4.6744,4.9035,4.1548,3.8234,3.7147,3.7766,3.7335,3.69,4.2907,3.9753
"Nevada",2.949,2.9919,3.2829,3.1955,3.0197,3.1307,3.5253,3.7105,3.7668,3.5379,3.546,3.9006,4.3542,4.2406,4.1079,4.3098,4.0544,4.1977,4.4013,4.5489,4.267,4.1825,4.081,4.2869,4.4044,4.4007,4.4709,4.2163,4.1377,4.1804,4.3244,4.6227,4.675,4.4901,4.1091,4.338,4.5711,4.5341,4.1013,4.1439,4.3633,4.3999,4.5025,4.8552,4.8206,5.1235,4.7537,4.439,4.9401,5.2479,5.273,5.9726,5.9279,5.6077,5.3927,5.4356,5.5425,5.6745,5.0836,5.0653,5.3493,5.1519,5.342,5.4096,5.4532,4.8026,5.2289,5.3092,4.932,4.4943,3.8886,3.6257,3.8072,3.6993,3.4112,3.1461,2.533,2.0687,1.7027,1.4549,1.3153,1.0155,0.9222,0.7764,0.7878,0.7342,0.7978,0.7482,0.6547,0.5861,0.5888,0.575,0.5095,0.4911,0.5362,0.7551,0.9094,1.0459,1.1867,1.3146,1.364,1.824,2.1011,2.5166,2.9463,3.3779,3.474,4.001,5.7041,6.4897,7.3842,8.6506,9.1084,10.3057,11.8353,13.2617,12.8462,14.2934,19.0208,19.405,24.77,23.6795,25.9084,31.347,38.0181,39.6596,41.6609,46.3875,45.8114,45.7252,41.9323,40.7896,39.5809,45.1217,41.3441,33.3212,31.7078,42.1867,50.9144,48.9361,46.2039,46.0351,38.7889,33.5878,28.4282,26.2109,29.3194,39.0298,42.0728,41.2042,39.8942,38.7835,40.5292,42.8172,34.1147,31.8389,35.1793,32.1055,40.2445,46.1853,52.2965,51.8859,46.978,40.995,34.6425,30.9371,29.463,27.9042,28.8096,28.1585,24.4994,19.0609,15.7327,15.9937,14.7275,12.9522,10.92,11.8603,11.1016,11.2507,11.7738,11.3837,11.0113,10.377,10.8433,14.098,14.1545,11.8012,11.2305,11.8447,10.2951,8.7581,9.344,9.9288
"West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0614,,0.0838,0.1106,0.065,,,,,,,0.1023,0.0954,0.1246,0.0612,0.0232,0.0136,0.3397,0.295,0.1409,0.0179,,,,,,,0.0323,,,,,,,,0.036,,,,,,,,,,,,,,,0.1091,0.1283,0.2343,0.175,0.1263,0.1715,0.1894,0.2424,0.261,0.2726,0.2975,0.2118,0.1518,0.0937,0.1509,0.1178,0.0549,0.0375,,0.0359,,,0.0302,0.0524,0.9524,0.935,0.8301,1.341,1.4072,1.4636,1.2367,1.1402,0.7557,0.8691,0.8062,0.8167,0.8029,1.0791,1.2864,1.695,2.0846,1.686,1.6921,1.4185,0.888,1.0564,1.475,1.6814,1.6591,1.9242
"Nebraska",,,0.0548,0.1232,0.2457,0.3767,0.447,0.368,0.2675,0.3339,0.2542,0.2852,0.2097,0.274,0.2803,0.2822,0.2016,0.1361,0.0703,0.0258,0.0212,0.0617,0.091,0.3053,0.3288,0.2728,0.2076,0.3244,0.2844,0.2924,0.2668,0.4217,0.4828,0.4359,0.3483,0.3297,0.233,0.3232,0.4376,0.3803,0.438,0.554,0.3551,0.1605,0.099,0.085,0.1707,0.2557,0.3355,0.3559,0.3631,0.419,0.4366,0.45,0.4876,0.477,0.5124,0.5409,0.4338,0.4342,0.3391,0.3789,0.4709,0.4876,0.4362,0.4135,0.4089,0.5615,0.4902,0.4371,0.4375,0.3225,0.3528,0.2472,0.2277,0.3405,0.4488,0.3563,0.2746,0.2917,0.3191,0.3419,0.3936,0.3935,0.2788,0.2353,0.2737,0.3152,0.349,0.3622,0.2572,0.2634,0.2927,0.3607,0.4341,0.4309,0.4161,0.3707,0.4561,0.3706,0.4043,0.4181,0.4073,0.4891,0.5491,0.5859,0.5619,0.5616,0.6761,0.7137,0.8649,0.9379,0.9197,0.7928,0.8342,1.0105,1.0837,1.0683,0.9419,1.0776,1.2038,1.265,1.2677,1.0718,1.1649,1.5075,1.5544,1.3931,1.2246,1.4673,1.5015,1.5888,1.415,1.5255,1.4892,1.5882,1.4312,1.4095,1.5131,1.7019,1.7836,1.6891,1.4827,1.5442,1.5807,1.927,2.1708,2.3056,2.1736,2.105,2.0825,1.9347,2.0107,2.0112,1.7557,1.6128,1.8052,1.8994,1.9666,1.9335,1.8149,1.7586,1.7685,1.8411,1.8811,1.8851,1.8785,2.636,2.6218,2.4133,2.0935,1.9351,2.5269,2.8416,2.7126,2.7727,3.3529,3.4936,3.2476,3.2668,2.7469,2.1142,1.6467,1.635,1.8934,2.1405,2.4701,2.6801,2.2431,1.8773,1.6611,1.8308,2.0299,2.3434
