"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"Kauai","HI","Kapaa","15","007",,,,,,,,,,,,,,,,,,,,130.278526504942,132.5963,137.9469,126.951,121.0576,131.2829,137.3186,133.7943,132.8609,138.4743,146.3761,147.1064,150.4078,138.9198,136.769,134.7647,135.226,139.1976,139.8264,140.075,137.332,139.7541,136.5829,144.2707,146.9769,147.2579,143.986,143.8428,147.9206,151.4957,167.561,169.9154,160.7873,157.3038,157.0606,158.2565,166.9818,165.7867,174.015,157.3452,167.2973,162.8287,,123.1559,144.4834,165.463,157.2893,161.0278,156.5711,164.5196,175.3581,179.4572,185.457,191.5889,188.8898,180.1013,176.4684,175.4519,183.9093,199.0219,202.665,197.4222,195.8113,198.4568,209.7971,213.7759,213.1859,228.2779,235.2303,242.0054,239.6372,242.9954,253.6233,255.6423,256.9798,258.6308,258.6261,267.8612,286.9726,308.5751,314.1307,312.412,339.7677,355.7987,355.1728,350.9725,360.1828,376.0866,389.2169,416.3377,440.4034,457.8249,466.9148,474.8586,447.4952,445.379,445.815,444.3848,457.9748,457.1481,465.7407,446.7308,450.7195,435.2284,456.4825,473.9877,464.9482,443.0653,440.8976,452.7908,435.8699,430.4201,434.9313,436.9378,440.6391,442.3017,444.4605,424.4433,409.1646,415.1397,410.7663,420.7114,439.1812,463.4235,457.6157,426.2748,446.1944,453.1705,407.0502,378.7603,386.6834,392.3468,376.433,357.4498,324.2691,338.0943,361.6068,325.0965,304.4585,316.4787,315.0985,315.9877,331.2655,328.1165,327.5966,314.7409,314.6613,291.9017,296.4706,276.1663,287.4178,296.2796,324.2939,321.5605,320.6321,324.1668,294.5018,297.4568,299.6446,290.2485,281.246,273.4294,289.6509,286.8254,300.8034,287.987,293.6751,306.9181,306.7341,279.3046,270.7186,283.8539,285.3941,307.6864,318.7926,298.0961,299.9183,299.2093,306.7344,304.5965,283.7594,281.28,283.1273,290.589,333.2417,361.9499,360.2363,337.0997,319.2943,317.7511,346.5101,322.0899,329.4343,347.4101,346.6868,
"Marquette","MI","Marquette","26","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.8004778972521,83.1401,81.0917,84.5567,75.6836,65.3512,66.2059,85.1351351351351,,,,,,,,,,,,,,,,,,,,,,,,,
"Troup","GA","LaGrange","13","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1876,75.598,71.4055,70.4887,71.0112,73.9419,66.7725,63.3337,67.0881,59.3107,59.9335,60.9473,62.6064,64.4321,50.0094,59.1507,62.4446,61.9665,63.4604,62.8204,59.6188,61.126,61.6416,61.866,61.7506,63.9506,66.3258,68.1137,65.7931,64.3382,64.2163,60.1967,68.1036,71.023,63.2592,63.9293,66.0704,63.1323,65.9178,66.6418,71.5257,72.3682,72.5063,63.7353,65.6758,68.5564,71.5362,75.0586,74.2569,77.6541
"James City","VA","Virginia Beach","51","095",69.3956,69.3504,70.5978,71.4916,71.8459,73.3865,74.1865,73.977,75.1218,74.1946,75.0304,73.2079,72.7018,71.5423,74.0191,74.1838,76.6956,78.1443,77.1837,77.061,75.6078,75.8438,79.1343,78.8626,78.1537,76.498,78.5255,78.0497,78.6078,79.4969,77.9388,76.6761,79.8122,81.0292,79.8916,78.3521,78.2645,77.8026,78.0988,80.1102,81.9646,81.9894,82.2429,83.531,84.1787,83.8193,82.2147,81.0236,80.2143,82.1887,85.1882,83.6675,83.6752,86.6985,86.6062,86.6484,88.4279,89.1411,89.062,87.2129,86.099,87.3219,88.5627,88.075,87.6696,89.1062,90.2148,89.5944,89.8592,89.1458,87.9467,86.7031,85.9703,87.0647,87.5351,89.5705,92.1506,92.2828,91.7474,92.2153,91.74,93.1456,93.0356,95.8304,93.6938,95.1017,96.1813,99.2409,99.343,98.7213,102.2445,101.7749,102.0091,99.892,101.9606,102.2519,104.3578,106.7674,110.7217,113.8677,115.7722,118.3193,118.6059,116.8785,118.7523,115.8809,116.3422,120.8183,125.3846,130.2788,134.269,137.9746,138.4891,139.5509,142.4059,143.1567,141.5998,142.932,144.7368,148.1394,151.0328,152.624,154.7004,154.2989,156.4795,156.0965,156.0119,155.373,154.6443,147.3981,142.0864,146.3648,153.3647,156.0976,158.0829,156.4615,155.5139,152.7214,149.6869,147.7145,142.074,142.0501,146.2325,147.6385,146.8178,144.7727,143.7086,146.9781,149.5882,143.3409,139.1334,137.6134,140.1995,141.0252,141.4431,138.1025,137.6695,136.4127,138.506,139.0379,135.3101,143.012,140.4735,142.2242,136.3156,137.5281,138.0206,137.772,138.6358,141.2942,144.5136,144.2536,145.1234,140.7995,136.6632,129.6154,134.2672,134.8332,129.2671,125.2376,128.3723,128.903,128.3248,129.5968,131.9453,130.4948,126.8753,123.4961,122.6584,128.918,129.2188,129.8385,125.8979,127.1626,129.6389,130.6351,130.3671,130.3597,131.7992,130.7678,130.0475,131.0315,133.9286,133.9849,135.1975,135.3768,136.763,135.6582,136.8028,141.0157,145.8914,142.9379,137.8198,131.9227,134.1862
"Marion","OH","Marion","39","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7497,47.3529,51.4565,,,53.434,45.8433,35.9643,33.8053,41.0302,49.143,51.6102,46.8052,42.0662,40.843,40.7244,42.387,39.4666,37.8154,30.1024,26.5288,,,,,,,53.3327,52.5091,48.3818,42.9169,43.993,36.3626,39.1291,44.8776,44.1884,45.9767,50.9236,51.0106,54.5382,45.9739,51.1136,45.2949,39.3449,37.6554,35.2507,,58.3404,50.4301,56.529,60.6623,60.999,,41.9488,50.4853,,
"Carteret","NC","Morehead City","37","031",61.9586,63.4782,62.5147,63.7783,66.6074,68.7318,64.8797,65.7098,65.7344,66.3015,65.3387,62.3722,66.646,67.5337,64.5339,65.7459,67.4815,72.0048,71.4008,72.6116,69.7177,62.8411,64.9748,69.1142,74.0474,74.0737,65.6782,65.2454,68.863,73.2207,74.1127,71.221,77.5157,79.0403,79.0041,75.1535,76.4751,81.5777,88.5864,92.9946,90.4924,90.8742,89.9211,87.2315,85.1221,80.5397,76.8686,79.4702,83.8152,83.9974,82.6519,85.3771,82.3249,87.348,95.874,87.9655,83.423,78.9586,80.3571,79.3117,84.4485,87.0181,88.9392,86.8311,86.4018,94.0418,92.4514,88.1874,89.0007,84.977,89.8102,85.118,90.9063,93.0831,90.7904,91.5325,92.9986,91.8814,89.7563,85.7866,95.8801,98.1342,94.3169,91.2221,98.5719,109.5812,118.6338,118.0122,108.1176,108.5435,102.7081,95.064,95.5431,91.2851,93.1393,93.2678,97.4476,110.4251,108.7513,103.7439,106.5054,113.0897,116.6562,109.6401,118.0664,113.6031,109.7149,108.6881,112.7211,114.6084,116.8001,119.1543,120.4899,119.6809,122.222,126.7891,123.7467,123.5893,119.6615,124.4241,128.2025,130.004,133.3441,135.076,148.681,140.7324,129.4414,126.374,124.546,125.0888,123.1344,129.2241,127.7151,129.0443,133.6714,138.1402,138.855,137.5643,128.6879,123.7313,121.7012,116.4903,117.0899,128.4711,136.8834,132.4599,130.8347,128.8124,125.1548,128.7851,127.7238,123.3649,118.69,121.6099,122.8343,123.8338,123.4919,127.3679,129.5419,127.3293,129.855,123.5806,129.3089,124.7953,122.8325,119.2394,115.9053,117.3872,123.4412,126.1721,126.0177,127.5145,128.5341,125.7051,125.1138,125.3732,128.0271,118.9851,119.53,120.2295,125.5597,131.4913,137.7391,129.3342,124.561,121.8817,118.6087,118.7994,119.164,118.1511,121.1547,126.9461,124.5673,129.4939,131.1297,124.8282,118.3656,118.2152,120.7312,125.9854,117.6412,112.6211,118.8004,121.5724,133.9138,125.4211,122.2443,124.5168,122.6144,121.5994,123.802,132.2704,124.697,117.0437,
"Klamath","OR","Klamath Falls","41","035",49.9506,51.8968,53.4807,54.4637,54.8707,49.6764,44.8014,47.4595,47.396,49.6432,49.0498,48.3861,49.8746,53.2269,54.2603,52.6659,57.422,54.8598,54.224,47.5452,46.5693,52.5481,55.1301,54.0212,58.1686,57.7441,57.9086,56.2699,56.8465,57.2135,55.187,51.8751,55.1297,62.7151,60.2114,60.6759,57.6932,56.8053,55.8599,56.0378,60.0869,57.3366,58.376,58.4248,59.1241,59.0419,57.3913,55.766,56.9762,56.5922,59.3457,59.3305,62.7821,60.7049,59.0035,57.5268,59.5706,60.481,58.8404,63.0712,61.8961,62.8956,62.9027,63.005,64.8876,62.6525,64.4078,62.6128,61.5073,60.2574,61.5521,65.0411,65.2686,64.5981,62.7899,64.5825,66.3757,67.5011,64.5338,62.1441,64.3131,63.546,64.3608,65.6368,65.4175,67.2798,68.0539,72.5553,72.3355,71.3471,73.2233,73.5606,73.9895,72.4363,70.2384,73.9076,75.3316,77.709,79.3738,79.8986,81.1676,84.2259,84.8214,85.5884,83.9004,80.5958,87.8145,91.2155,95.4273,95.4103,105.5754,104.0963,108.1821,107.4897,109.6767,110.3373,114.7957,113.8318,112.2858,110.1439,112.9116,116.6907,121.9812,127.2854,122.7648,121.2558,127.2895,130.9085,132.9424,128.4143,125.64,128.2765,126.7805,130.6003,132.7071,129.9402,129.539,123.9451,117.6765,111.5365,119.3185,117.4929,117.5986,116.5491,117.6507,120.3804,123.4042,119.8914,113.2199,111.2654,116.2493,110.913,104.7035,109.8799,103.1425,110.4031,110.1018,96.2267,88.8274,90.3907,96.3413,98.7016,97.9707,96.0387,96.3522,97.5002,94.3143,94.2813,92.3443,90.1274,89.0843,93.3477,89.6085,88.3324,87.5743,82.0055,85.5398,79.925,77.0648,72.3435,65.1539,59.6719,67.2269,73.5634,77.0472,76.1352,77.7994,75.8478,73.6038,74.1779,70.3628,70.7689,74.8469,72.4954,74.5465,82.3136,87.1028,81.7163,81.0851,86.4867,84.2208,76.7741,74.4909,78.7214,85.2071,84.1197,83.4328,87.298,88.9297,89.0745,88.4698,81.9586,81.1461,80.7402,74.5682
"Williamson","IL","Marion","17","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7135446685879,,,,,,,,,,37.6506024096386,,,,,,,,,,,,,,,52.82874617737,,,64.1509433962264,54.6597,,,52.0833333333333,,,55.929203539823,63.5869,61.2734,55.4688,,56.9357,58.7808,,,52.0833333333333,,,,,70.7979626485569,,66.5566,,,,,,,,,,,,,,,,,,,,,,,62.4590163934426,59.7084,,60.4828,58.3595,60.7193,,,43.0395,46.684,58.0564,60.9567,61.8386,63.2005,61.433,57.374,58.6885,63.2279,66.149,,71.3396,51.2218,48.9137,,46.2642,,51.5335,54.1463,,,,,67.476,,64.856,66.212,64.7531,63.5608,,,,67.3076923076923,,,,,,,,72.5,,,,,,,
"Robertson","TN","Nashville","47","147",47.0031,51.2208,55.2097,54.798,55.2924,54.5922,50.2451,52.1049,50.2168,50.7434,53.5059,53.5765,52.8023,53.9447,55.3799,55.8684,57.5122,60.3515,61.7572,62.7794,63.3556,64.4335,60.8,59.457,60.3252,61.5269,62.8773,62.8885,64.6751,64.4514,59.7303,61.9098,63.4726,64.8251,65.3672,64.2246,63.6258,64.9631,65.2815,66.1783,64.1232,67.2108,67.8922,68.8462,64.4204,67.4896,65.0452,63.7791,65.6255,65.0638,67.9151,68.1952,69.7688,68.0162,66.0928,64.6334,66.6191,62.1177,61.0601,63.9751,68.4773,69.6459,70.8935,71.5403,71.9525,72.7615,73.8036,71.9931,72.6426,69.3078,70.2414,68.7641,67.7799,69.0332,68.5008,70.5534,70.6683,70.6154,70.5742,71.498,70.6604,68.2252,68.289,71.6904,74.2066,75.5703,75.3942,73.4755,74.4884,72.6221,71.7014,74.59,75.025,76.4174,73.6294,72.0856,71.5685,74.9095,75.4145,75.8843,78.1288,78.206,77.3935,77.2537,78.7077,80.7045,80.8171,80.3385,80.5625,79.6198,80.6537,82.3629,84.054,83.2789,82.5205,83.5476,84.4156,84.2223,85.4855,86.3462,85.8736,86.1056,85.3295,86.4696,88.7026,87.9998,89.1219,86.8165,87.5362,89.887,90.2378,89.5282,89.5188,89.7039,91.1862,90.9282,92.5849,90.5249,93.2146,91.8934,90.5142,91.5123,89.4003,88.93,87.7122,89.2574,89.4939,94.1696,95.5169,96.1204,94.5428,91.1163,89.8141,84.0696,84.5522,87.4335,87.1355,86.4186,87.4046,89.9241,89.2924,91.7489,89.5406,86.9891,86.2443,84.7195,80.8568,85.8821,88.1878,85.7552,84.7752,81.9805,87.557,85.5613,82.1642,77.715,77.4442,76.7953,78.3533,79.7404,80.1146,85.2416,84.1141,85.4532,83.0974,83.8214,80.5101,81.4995,78.8923,81.2368,78.8114,80.8161,83.1194,85.5589,84.1806,84.4234,84.0104,81.8325,80.5284,81.1242,83.4383,86.4391,88.4212,86.8173,86.8075,86.4302,84.963,84.6903,83.875,83.1367,83.5839,83.9047,85.058,85.7665,87.5993
"Dallas","IA","Des Moines","19","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.804941482445,105.9637,105.7258,105.6368,107.7421,109.6346,110.0849,111.4299,110.6546,110.3152,108.5516,112.0266,110.7043,112.2502,114.4072,116.3306,115.8937,115.551,116.7834,117.2782,116.738,117.2977,117.7274,117.2031,116.7099,116.4984,117.4373,118.0871,118.8447,120.1231,119.08,121.1256,122.2872,121.6245,120.3008,123.144,122.5779,118.2228,118.4755,115.2311,116.0978,118.1873,119.2395,117.6749,117.8588,117.9289,121.3832,121.7935,119.8838,120.8224,119.5254,119.714,116.6145,119.9632,120.0683,123.3213,121.612,117.7474,117.2378,118.2505,121.5782,120.1807,118.6491,113.9496,115.1471,116.1116,115.3993,118.2239,118.6314,116.8045,115.55,113.736,109.6013,115.4497,116.3696,116.0553,113.5007,118.9738,120.5762,123.7223,121.5009,117.386,117.898,115.3306,117.8049,122.0513,122.5294,120.078,115.3078,116.7405,119.895,118.3504,116.9525,114.7037,116.1746,118.7036,107.551,109.4663,122.6974,121.9209,121.9229,121.6149,120.1532,119.3005,117.1578,116.9884,116.1752,113.0074,113.0221,110.3926,108.6121,115.3842,119.5151,121.0088,121.9346,122.2492,117.5879,119.7349,116.7177,121.0514,107.2929,107.4083
"Salem","NJ","Philadelphia","34","033",66.0442,61.1777,59.6206,60.1724,61.0049,62.9782,60.9911,52.5516,50.1807,57.1185,55.9548,54.043,57.2523,59.0727,63.3506,64.022,61.3927,59.8585,56.8696,58.8619,60.8093,55.2811,60.6039,60.7966,55.0478,58.7145,58.3193,63.9765,61.7802,63.3431,65.1964,65.7428,64.2824,61.5312,62.2694,57.6118,60.9631,60.0309,62.1033,66.9018,69.9697,65.6906,59.1554,61.1493,63.5171,58.4655,58.8994,58.3577,59.317,64.1343,68.0343,69.3362,67.2527,65.5523,67.8001,68.1681,68.6882,77.6398,78.688,66.7505,65.9533,67.7372,69.627,69.752,71.8088,71.2942,67.8479,70.1682,72.6805,74.8214,73.2234,69.9451,67.2501,70.1741,71.5012,71.0901,71.3088,73.8519,71.1622,73.1325,76.5645,78.1104,74.0592,77.3754,82.0467,82.1948,81.4953,87.9093,92.0442,89.8878,82.8048,81.7439,85.9456,87.9624,84.3056,87.4782,86.3316,85.2258,88.7282,89.908,92.2565,94.3358,94.8733,86.9023,86.1589,88.4558,94.1261,93.2061,89.7241,92.1757,105.3989,113.5317,112.8575,114.4022,111.9554,110.0962,106.9161,110.7416,116.32,115.2646,115.0088,122.5063,123.6221,125.0245,122.0519,117.2442,120.7448,123.7571,124.9601,117.3411,121.5634,123.4772,122.9022,125.2216,128.2791,128.9512,132.6161,129.7743,128.5241,125.8636,130.049,129.7384,120.1162,112.2556,120.3914,127.5934,124.9141,118.2804,113.0569,115.4177,121.8717,121.8243,116.6102,109.6665,103.4335,97.8385,101.3317,110.1146,116.1013,115.7931,115.7284,115.8065,115.1762,113.7086,112.8756,95.8797,93.3195,99.9976,105.6844,107.7589,110.3432,111.2177,111.8809,109.3065,99.1198,104.5557,101.682,102.8323,105.2817,103.4944,100.5006,98.1136,99.0322,98.1088,104.9347,100.5368,99.813,98.5521,97.9735,91.661,89.064,78.3677,85.4044,94.6777,97.3139,85.4279,85.5407,99.7014,99.4979,94.6376,93.9623,80.1767,86.0479,101.3644,98.6722,95.3894,103.5119,108.0727,106.5359,97.4462,93.048,95.1372,100.5008,95.6744,
"Warren","NY","Glens Falls","36","113",59.7179,61.7036,64.6738,62.4354,62.8319,65.6636,63.671,60.2531,55.6844,56.8059,61.0251,60.2618,63.0054,64.5291,65.2401,64.247,63.5751,66.3664,67.7085,67.0609,63.9602,66.1061,64.2073,62.6107,61.9583,63.0935,63.8541,65.3317,64.5535,66.3006,67.7637,65.0675,63.8014,66.637,65.1159,59.0463,60.9922,65.0291,68.7734,67.3657,66.0309,65.2944,63.6683,65.5013,64.3333,62.1461,64.0538,61.5269,60.1787,63.0973,67.3348,69.8628,67.0163,66.3894,64.2909,66.2629,64.0363,64.9408,65.553,65.8009,67.7866,71.0165,74.0564,74.6228,73.9521,75.2543,72.6046,78.434,76.6688,73.2355,80.1086,82.9669,81.084,84.616,82.4887,80.4953,82.075,86.5231,90.1717,97.8565,92.6076,86.8027,80.3121,95.0692,97.9142,95.7375,92.0257,92.554,93.9883,96.1609,93.4101,91.7658,88.9611,83.993,81.9205,85.5379,91.5933,94.3919,93.2182,91.7302,89.5588,107.3043,114.0117,114.5996,108.2454,99.7377,94.8057,100.0173,107.7722,105.4993,113.2181,117.5259,125.2027,124.0695,125.5184,128.5413,128.8791,122.4894,118.7599,122.1512,124.5964,126.6532,128.8321,131.4811,132.5297,125.017,126.2432,128.4127,128.1422,125.7446,127.4242,128.0116,129.0205,132.215,132.9337,137.5124,135.0946,128.376,135.7979,133.3626,132.7111,135.9047,124.9285,124.8603,125.8706,124.1128,124.1553,128.4524,131.1812,131.6304,127.051,123.9485,121.9258,114.5786,119.2552,116.5306,112.3618,115.8623,119.6655,122.0922,120.8259,124.0609,128.6213,128.9602,128.8497,116.993,113.6896,123.2733,127.49,124.7277,125.7981,125.3697,127.4901,120.5726,122.1624,120.1243,123.0915,125.5429,125.9979,117.7322,112.7437,115.931,117.037,120.4871,125.7329,125.8233,128.773,128.2005,117.7283,128.4324,128.4448,124.219,117.559,116.3154,120.2008,124.8375,125.1425,128.3963,126.9408,129.1246,125.9214,122.9256,116.81,114.1459,117.7604,121.2402,130.3945,132.6604,128.5052,126.116,128.9837,128.276,128.4194,121.3127,
"McCracken","KY","Paducah","21","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3437,72.4471,69.0778,71.3874,76.8078,79.0325,77.6882,66.7253,70.3159,69.0691,69.9263,69.9839,70.0791,74.9243,76.1811,77.3309,,,,63.1181,59.3856,52.0478,64.1699,65.6022,70.3767,74.5046,74.7591,78.4924,78.0552,65.5795,54.4666,53.1457,66.2611,,,,,,,,,,,,,,,,,,,,,,,,,
"York","VA","Virginia Beach","51","199",68.2182,69.1227,69.1903,69.9765,67.5903,67.6592,68.1166,67.24,70.0494,69.0559,68.6747,68.7071,68.1702,68.9668,70.4605,71.1205,69.7692,70.8339,71.3785,71.2999,71.7565,69.9247,69.9452,70.5021,68.9391,69.2544,71.2626,73.0787,73.779,73.925,72.3795,71.9072,72.9511,72.2564,72.7816,73.0592,73.9518,74.6151,75.0857,74.6498,73.8933,74.5189,74.5666,74.0177,75.7939,75.3561,74.1092,74.8414,78.084,77.4899,77.6475,77.2256,77.6427,76.6571,77.1459,77.7493,78.0273,76.3706,78.4845,78.2853,77.3805,78.0249,79.536,80.7781,81.2831,78.4979,79.5666,80.9316,80.5889,80.1692,77.8879,79.571,82.4735,85.1298,85.813,85.8724,88.5127,89.6082,89.0968,88.098,90.4655,89.5349,92.6783,91.0813,90.0385,93.4449,95.0748,97.7335,98.1224,98.2652,97.0566,98.0852,101.0306,100.769,100.9561,102.1927,101.2766,103.1359,108.3035,111.1489,114.4021,116.4286,113.2292,117.5339,117.3328,117.1945,119.7282,122.6886,124.744,129.0095,130.0799,131.5613,133.5442,133.7896,133.0671,135.5246,138.5474,138.879,138.5223,140.3175,144.4881,148.0841,149.3355,151.2498,150.2104,149.4321,145.6684,147.1638,144.7652,144.5744,143.415,143.5698,148.5185,149.7057,153.1334,151.1238,150.1579,145.2908,142.0011,142.6819,143.8685,143.9457,142.7224,138.7591,142.2337,143.349,144.4882,148.5291,148.2446,149.5597,150.2342,150.2263,142.3103,138.9076,139.0286,138.4234,139.4407,138.9313,141.6473,144.0952,145.9527,146.6933,146.3807,146.9289,143.8429,138.9961,139.9236,141.2017,142.0078,142.7204,145.1465,138.0714,141.7844,141.9958,144.3218,139.095,136.5473,132.3037,130.0711,123.2461,124.2569,129.8459,135.6405,137.4884,136.0009,133.3709,129.1163,131.2152,133.0433,128.0887,124.2714,126.2939,128.3945,131.5648,131.6973,130.4937,126.9146,124.89,125.6261,124.4382,126.0658,124.1537,114.2611,112.2856,114.7694,120.6986,126.6369,132.2409,136.201,133.7712,131.5665,130.1692,131.769,128.6856,128.7952
"Livingston","NY","Rochester","36","051",56.4504,51.9666,53.7522,52.3789,56.4466,53.1834,54.7086,57.6706,60.5663,56.9826,,43.384,47.736,52.7519,52.2393,51.7911,48.6719,50.3155,51.4937,52.6098,55.7849,54.0214,46.7317,49.2843,54.0925,60.0352,69.5154,70.5023,,61.8086,55.7902,56.1573,53.914,56.37,56.6007,56.4822,50.7842,47.5859,52.2541,57.6374,57.558,53.1695,51.1528,49.9957,53.2216,54.073,57.1567,58.0913,52.5356,53.9452,54.3972,53.3371,60.9091,54.6638,56.028,51.0275,53.6458,50.8473,47.0331,,,53.4301,56.4419,56.0632,61.7866,60.6106,55.4281,50.4779,53.2508,50.4439,60.5504,60.7962,57.2634,60.3147,66.0943,66.9651,60.3937,61.6885,64.1317,64.6354,64.4063,58.855,58.8468,63.3959,68.13,69.98,68.1505,69.6529,71.5826,67.835,68.692,59.0744,59.4293,56.0997,53.0637,58.2651,64.0919,67.4214,72.914,71.8167,67.0779,70.4785,71.5028,76.8267,71.5906,73.6559,69.7268,60.6648,62.0618,66.8957,66.4659,70.0824,72.8984,77.757,74.5399,69.7556,71.2236,74.4391,79.2571,74.115,73.7543,70.21,69.2034,70.9323,74.6537,76.7411,82.6835,87.6782,78.9932,71.6146,68.2125,75.8552,76.6502,70.1295,70.7216,78.6194,80.2503,81.8182,82.5225,79.2623,71.8566,66.9632,72.4452,72.615,71.4423,75.2704,76.0655,78.9548,73.3646,76.2217,74.1351,81.7056,71.8519,66.0656,68.8104,75.8299,72.3694,71.9286,77.5943,84.8723,82.5361,71.2119,78.5538,86.413,77.6004,70.5176,83.1658,74.3344,69.7316,74.5366,80.5077,83.7618,77.7487,84.0168,80.5056,75.4621,82.6933,83.6841,85.0996,71.5939,68.6614,75.1074,78.5315,82.1056,78.7344,77.2126,83.2491,80.7305,77.7964,68.3148,73.5188,80.7183,78.6056,84.359,85.3489,83.7264,87.0161,90.2115,84.154,78.4928,78.7953,75.5819,75.3217,73.9419,80.0132,79.2759,83.6358,82.1863,86.5101,,,68.2773109243697,77.1338,75.0709,
