"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"San Bernardino","CA","Riverside","06","071",69.9288,70.2937,70.9245,70.9563,71.4223,71.5658,72.344,72.4015,71.3873,70.1262,69.5566,69.3326,69.2619,69.4655,70.5483,70.8356,71.4524,71.0198,72.0305,72.8145,72.6317,71.5564,71.6771,71.934,72.1071,73.4873,74.2748,74.6942,73.503,72.9502,74.1189,76.3135,76.4721,76.1632,76.3561,76.8315,77.1451,79.0135,80.45,80.7921,80.263,79.6349,79.5223,80.9844,81.3439,81.6226,81.5163,82.21,83.4953,84.4662,85.8727,87.0036,88.3707,89.1766,90.0238,90.1709,90.7931,89.2378,88.9722,91.9285,93.8049,94.6892,95.7498,96.754,97.7855,98.5064,98.593,98.501,99.8904,99.5809,100.2936,100.8338,101.9518,102.8771,104.7666,106.0141,107.041,110.0268,112.2031,113.5343,114.4733,115.1363,116.0156,118.7148,121.8454,123.5051,125.9478,128.0397,130.8195,132.2185,133.357,135.2633,137.1679,137.9075,139.4798,142.5625,148.7028,153.9048,160.0263,166.7868,172.3594,175.9276,179.0218,180.4419,181.9534,185.3198,187.1529,191.9692,198.1863,202.5554,206.4506,209.4881,215.1954,218.597,221.4964,222.5909,221.6262,222.2583,223.4107,227.2022,230.3605,233.181,234.4573,235.373,236.9416,236.2805,234.9742,235.7411,231.6509,230.5353,231.7385,231.4412,231.657,229.0472,226.3675,227.1143,223.8506,216.0696,206.6542,201.4228,192.8342,187.1675,180.2075,176.6166,175.8119,171.9129,165.6842,167.322,165.4268,162.4617,160.4517,153.1552,148.1188,139.5304,135.3706,133.6327,130.3858,129.0749,129.8641,129.723,125.2735,123.9531,124.8138,124.6142,123.7988,121.645,117.9009,119.4353,119.3193,119.6276,120.708,119.8962,119.3439,119.9612,118.8851,118.241,116.3831,115.8651,114.572,113.7506,112.5678,111.3042,109.5757,110.2049,110.2823,109.376,109.9118,110.3999,108.7505,110.6397,109.1773,109.272,110.4791,113.4748,115.2249,116.4246,118.1453,115.812,115.0759,118.5675,120.0318,121.5435,120.6393,122.9694,126.0636,131.2809,135.063,137.2062,140.5165,147.1617,147.6046,144.7476,148.6316,151.8645,152.2205
"Clark","NV","Las Vegas","32","003",74.6776,75.0137,75.5919,75.1464,74.8432,74.7629,74.7576,75.7868,76.3458,76.1956,76.1522,76.3909,76.5519,77.0065,77.263,77.2202,77.0537,77.4499,77.1356,76.9744,76.6324,76.9282,77.281,78.5822,78.4513,78.479,78.7318,78.4838,78.2666,78.3685,78.2458,78.1579,78.053,78.6778,79.5474,80.3656,80.6725,80.9482,81.6447,81.6929,81.5655,81.4498,81.661,81.5947,81.3596,82.3236,84.5183,85.3227,85.4009,85.6194,85.7092,85.4882,85.3859,85.945,86.005,86.0405,86.3752,86.9991,87.7493,88.7026,89.5202,89.9349,90.7336,91.0539,91.2967,91.3558,91.8521,91.8371,92.7858,93.2165,93.9364,94.1592,95.2658,95.939,96.868,96.7153,96.7254,97.4595,98.6581,99.7146,100.2499,100.2799,100.8619,101.9091,102.828,103.8531,104.8104,105.8832,107.0024,107.9625,109.1106,110.7408,113.0218,115.7028,119.342,124.1281,130.0802,138.1753,145.2438,150.7371,155.319,158.3601,160.2723,160.5471,161.0367,161.6656,163.0394,166.032,169.1297,171.837,174.0566,175.6005,177.249,178.2735,179.6794,181.0796,183.5644,184.3194,184.4726,185.1037,185.975,186.4687,186.9028,185.9881,185.5948,185.1472,185.3303,185.5948,184.2476,184.5919,182.8387,181.2651,181.2173,180.0736,178.1876,176.7455,177.9771,174.91,170.7894,165.9483,161.5474,157.8217,151.12,145.8943,144.7362,144.6303,142.7562,139.5014,134.5164,129.2406,125.2396,120.2847,114.1825,111.4707,108.1912,104.6807,101.3114,99.3212,97.7872,94.8463,92.1884,89.4581,87.6587,86.38,84.7871,83.3538,80.6442,81.0162,82.1906,82.0961,81.7635,79.6094,79.3992,80.1267,79.05,78.2628,78.1267,77.0734,76.6538,75.684,75.6344,75.4522,73.9598,73.5969,73.4594,73.15,72.255,71.0533,70.7225,68.471,69.245,70.2067,70.2118,71.3185,72.82,73.7661,75.7167,76.5264,76.6271,77.643,79.4311,81.37,87.4597,92.7455,91.9914,91.2082,92.8594,96.3421,99.1269,100.6544,101.3161,101.8559,102.0224,103.0719,103.9635
"King","WA","Seattle","53","033",98.3893,99.9233,100.5341,99.7676,100.1105,100.5959,100.6851,100.3001,100.0694,100.5618,101.6085,102.4615,103.7552,105.8413,107.6815,108.4464,108.6242,108.5065,109.1361,109.6643,110.1609,111.3881,112.3792,114.4788,116.3987,118.1245,119.3928,119.3182,120.2851,120.5908,120.9058,121.7258,120.6381,120.2239,122.4644,123.4763,125.743,128.1557,130.7397,131.4853,132.2263,132.8937,133.1778,133.5095,133.0682,133.4019,135.7033,138.4441,140.4679,141.2266,141.3069,141.487,142.9486,142.6213,143.1468,143.0151,142.9864,141.4714,143.0417,145.0281,147.4865,147.9946,149.148,149.8515,150.5088,150.8614,149.3643,148.6736,149.0776,147.9092,149.3885,150.7759,153.7348,155.4355,156.8015,156.242,156.0501,156.0144,154.8639,155.3627,156.3381,154.6901,154.6047,157.7348,159.1458,160.1606,162.1099,162.9528,164.2507,163.2992,163.9875,163.9651,163.6118,163.5216,164.8334,167.1222,170.8945,174.0259,177.4651,179.4675,179.0931,178.9528,178.7478,179.5327,180.5548,180.7605,182.7321,186.2251,191.5606,194.8535,198.135,203.7024,207.1273,208.3172,209.4054,211.5202,212.1821,212.5619,215.1892,220.7174,227.7775,232.4356,238.1452,240.8901,241.9385,244.1357,245.4418,245.8072,246.1158,245.4843,247.4852,254.1054,260.8104,263.9238,265.5414,266.4133,268.0924,269.675,264.0501,255.8324,252.4666,251.9083,254.0797,255.3621,253.8142,252.4779,254.049,251.4265,245.3202,240.7771,235.1962,230.1027,226.528,225.171,226.6449,223.4833,217.2652,219.3168,220.9742,220.1169,217.5164,223.6756,224.6437,222.0452,223.117,221.0367,219.9249,219.2726,218.0934,220.4661,218.88,220.5276,216.942,212.1549,206.8374,205.4065,202.9427,197.3515,196.7756,196.4279,186.3064,189.8071,205.1324,203.2971,202.394,198.964,195.0852,212.0382,205.7939,184.1993,184.2664,177.3164,183.1215,187.8698,195.2753,194.7896,193.5517,195.0411,196.8752,198.1683,194.8393,190.0497,192.7504,203.175,214.8644,225.097,229.1486,230.1912,231.3383,228.8049,232.1368,233.6381,231.5935,227.9567,230.2028
"Wayne","MI","Detroit","26","163",83.0546,84.4808,84.8898,88.1363,86.0414,86.5276,84.9494,84.5201,89.1898,85.9102,80.1322,80.8684,81.2556,85.2492,84.9502,84.961,85.5992,85.8943,86.8936,86.7093,87.6389,86.3755,84.2133,82.6879,82.8446,81.997,82.8097,84.9214,86.0506,89.5299,90.4264,91.0729,89.2596,87.75,86.2682,83.0473,82.157,86.1653,92.4838,94.8813,95.157,96.952,98.5763,96.2981,96.3693,94.7857,95.7967,94.9308,92.5502,90.1364,89.4352,89.0582,90.5634,93.7643,95.7245,95.1749,98.5028,100.9856,102.5063,102.1506,103.3376,106.3027,109.3789,110.2367,111.0202,113.652,111.9239,111.3571,109.1737,109.2438,103.5932,105.2307,105.61,107.6619,110.3733,112.4738,115.3656,116.9188,117.2097,116.1042,113.4998,108.1715,107.6785,109.0695,111.8305,114.1509,116.2671,119.422,120.416,121.5399,121.3388,121.5816,118.169,114.4404,113.1419,112.1387,112.3078,114.6328,115.9938,116.3229,117.5527,118.6118,117.7916,117.7755,117.4066,117.0792,116.0879,113.5954,112.5348,112.8953,115.5562,117.8681,119.7089,119.2702,120.1442,118.4205,116.9181,114.6257,109.0791,107.0034,106.714,108.3535,109.4911,108.9611,110.0666,113.2157,112.2977,107.5877,103.7188,104.0042,105.1093,105.9472,103.064,104.0533,105.8016,107.5205,108.4207,108.3526,106.5178,103.6982,101.6618,99.8521,99.4433,97.4729,93.4528,92.5462,94.6496,96.3722,95.9194,93.781,89.8298,86.6687,81.1606,78.7213,75.516,75.1305,71.4517,66.7866,64.0848,66.7544,68.4824,67.1476,65.6894,66.4187,65.8604,64.3859,61.1813,58.3074,58.5847,59.3881,59.0946,60.2206,59.4965,59.4067,57.4359,55.1997,49.865,50.6235,50.3018,48.3509,47.7226,49.5426,52.0375,55.0006,57.8451,58.9035,57.0973,55.3163,55.3253,56.7925,54.6513,51.2414,54.1248,56.3276,61.8934,66.504,66.9683,67.2357,65.7133,67.0007,64.2026,61.9283,61.0827,60.4238,61.8648,68.3602,74.8479,81.9406,86.151,87.9221,85.9549,82.2006,79.0854,79.6986,78.0583
"Tarrant","TX","Dallas-Fort Worth","48","439",,,,,55.104015481374,,,51.7950052029136,51.5537,52.0825,51.8272,52.6525,53.3284,53.5024,54.1609,54.6661,55.0582,55.0017,55.1492,55.1056,55.2802,54.4652,53.7653,53.7237,54.7886,55.4279,55.4405,55.6662,56.1668,56.5013,56.4674,57.118,57.1312,58.5377,58.8653,59.6868,59.1765,60.0793,60.578,60.9293,61.1969,60.9136,60.6832,61.5654,61.9368,59.9229,59.6554,60.4935,61.4739,61.3067,61.4601,62.4313,63.2427,63.7192,62.8848,63.454,63.1483,62.8171,63.249,64.1437,64.8284,65.3224,66.1728,66.229,66.1265,65.5963,64.5341,65.2625,65.6407,65.6029,65.7423,66.5083,66.7991,67.6913,67.813,68.6082,68.3151,68.1532,67.969,68.019,68.1953,67.6631,68.2183,68.7227,68.9138,69.5913,70.2559,70.8226,70.6574,69.7358,68.5023,68.7412,68.6127,69.1676,69.93,70.9749,72.1246,73.4656,74.4585,74.4882,74.5439,73.9093,73.3799,73.0104,73.2102,73.2052,73.6574,73.9046,74.391,75.3544,75.8862,76.3948,76.4131,75.7603,75.8512,75.1984,75.1183,74.8302,75.5461,75.7927,76.0852,76.6719,78.4694,78.7509,78.9281,78.346,77.6655,77.5608,77.7194,77.153,76.6464,77.159,78.761,80.2263,81.3302,81.7856,81.6285,81.2792,80.9472,80.6516,79.886,76.7199,75.4042,75.7393,75.9801,76.821,77.9697,78.6107,78.3366,76.8757,76.0947,75.5188,75.2322,73.9067,73.0548,71.9384,72.2879,72.7182,74.1105,74.2821,74.5245,74.0727,73.322,74.769,74.7352,73.1921,72.463,72.9221,73.2537,74.1251,74.676,74.6383,74.4341,74.1593,73.4139,72.0368,71.1738,71.1366,71.2187,71.0954,69.9827,69.7029,72.3437,72.116,71.8871,71.6686,70.1379,69.4199,69.7469,67.7216,66.3936,67.7467,69.3651,71.8485,73.8846,73.1663,72.951,72.4658,72.2527,71.6164,71.1119,70.0591,71.1082,72.688,74.8264,76.9137,78.4156,79.2854,79.829,77.1399,76.6547,76.5081,77.0043,74.3096,74.4457
"Santa Clara","CA","San Jose","06","085",155.0468,156.1783,157.1452,158.8483,159.3476,160.7447,159.3986,160.1031,161.1607,162.186,163.0199,164.7965,167.3304,169.9623,172.0807,174.0017,175.0958,177.4876,178.3772,179.6494,181.1955,181.9129,182.8323,185.9654,191.2141,196.9987,200.9787,202.8767,204.3274,203.6785,201.0887,199.1945,201.0198,202.4634,204.7559,208.5511,213.5745,219.3124,223.7022,226.2379,227.2116,227.5995,228.9802,231.8931,235.4979,240.0649,251.0569,264.9611,281.4711,291.6434,295.7496,299.0255,300.3707,302.0589,306.1842,313.8725,320.5767,323.5496,328.3695,329.5849,325.7502,322.201,318.1825,316.9614,312.4312,307.2867,299.494,295.5834,291.6193,294.177,297.1342,302.6274,310.4916,318.151,323.9048,325.5043,321.9876,321.1716,320.8776,318.1538,313.9398,313.0904,313.7265,316.6149,318.8166,320.4245,321.2202,323.1933,325.2192,326.3683,324.5423,327.7351,327.2811,325.1827,328.8804,340.1041,348.9726,356.352,362.6376,366.5068,367.9916,368.2153,370.0703,375.101,379.4103,384.3068,394.8417,409.451,422.6033,433.0611,436.6047,437.5791,442.923,447.6017,449.7192,451.0414,451.5442,449.4639,448.6765,454.7732,458.907,461.7722,464.1648,463.6985,463.5222,459.9565,457.5531,452.2055,448.5011,450.2093,452.2049,456.4712,459.9017,466.1743,464.8667,464.8108,464.7682,461.0025,456.1756,450.0259,442.4484,438.0698,441.3656,443.2942,444.1778,450.3779,449.2821,441.6904,425.5471,405.4271,400.2477,385.2111,376.3966,356.5323,355.1662,352.2287,355.0974,357.4897,357.6765,360.196,357.604,357.7917,355.2929,355.0021,354.2902,345.6008,336.5067,343.7616,353.1678,366.5786,367.1608,363.0256,358.6932,360.5465,357.482,351.4618,342.2998,328.9569,319.7833,328.5213,338.3331,343.2072,348.2192,350.9129,344.3504,334.856,326.1494,321.5693,313.6006,307.6419,308.8486,324.6147,342.8129,359.4929,369.337,376.4642,376.5936,371.6568,372.5319,380.0913,382.545,378.2047,384.0776,402.9228,424.7103,444.1378,451.6886,450.52,451.3648,444.2187,441.81,445.3097,437.6354,431.34,443.2092
"Broward","FL","Miami-Fort Lauderdale","12","011",62.515,63.4264,63.3106,63.7731,63.6305,63.2212,63.1765,63.0615,62.7449,63.8385,63.2169,61.352,61.6095,62.6853,63.3803,64.3026,64.7497,64.8225,64.4556,64.5237,64.6854,65.8057,66.6166,66.2016,65.9372,66.144,67.1163,67.3505,67.723,68.3586,68.5572,67.3286,67.1978,68.3942,68.8148,68.7782,68.4069,68.7376,69.5724,71.1055,70.6884,70.8377,70.5341,70.4064,70.3335,70.9338,70.8568,71.4132,72.3798,73.7665,74.5857,75.2973,76.1705,76.4262,76.2359,76.3506,76.6911,78.1101,78.5953,78.8997,79.3387,81.3386,83.6951,85.5031,86.7607,87.102,87.3274,87.5594,87.9251,89.7645,90.5993,91.8391,92.6827,93.6322,95.2554,97.7909,99.6064,100.8332,101.3518,101.9131,103.1224,104.0684,104.6694,105.4311,106.7805,108.7617,110.5802,112.9199,114.9774,117.1212,118.159,118.7272,119.3261,120.9415,121.7602,123.2308,125.7222,129.4068,133.2703,135.6559,138.225,141.1884,143.3722,144.7453,147.3594,150.5463,153.6519,157.7627,163.2561,168.8775,174.5849,180.3725,185.2092,188.6966,191.7043,193.9144,195.6113,196.6654,198.0496,199.3262,199.6584,200.451,201.5842,203.0504,201.534,199.8061,199.247,198.7191,197.1916,196.4398,196.5488,194.7974,193.2802,190.7536,189.2336,186.5325,184.1227,180.6407,176.2199,173.1961,167.2298,164.8258,159.0245,154.366,150.407,147.8585,147.7782,145.1871,142.093,137.6798,136.0155,131.874,127.1741,123.6126,117.6774,113.6734,109.3937,107.6796,110.1538,113.4222,113.0864,113.4166,113.5245,111.4376,110.7312,87.8833,85.5424,84.6776,83.2515,85.2513,86.5475,89.8399,88.5869,86.6132,84.1554,99.0145,95.9824,91.4472,89.4957,87.2345,88.6573,89.7961,93.001,93.5311,94.0067,92.6248,89.7991,90.824,90.9869,91.1348,89.7392,91.2616,92.1357,95.176,99.1265,100.4803,101.0098,103.1854,103.7924,104.3353,104.5858,104.0409,102.8455,103.3266,107.9308,112.5585,119.135,122.3371,126.2357,127.496,127.8206,127.1869,127.9481,126.6588,126.7998
"New York","NY","New York","36","061",291.0957,291.7937,288.2465,281.553,279.0762,287.2495,290.4921,292.2197,294.2645,292.8806,291.8818,296.1873,299.0712,311.4122,317.8789,322.0074,316.6729,318.6535,323.0868,328.0079,326.6766,320.0973,323.2318,318.6327,333.0998,336.9776,343.1023,353.7988,374.3037,376.0442,384.0344,377.3949,380.3217,391.6481,395.5236,392.7069,388.4258,397.4402,405.2845,418.5263,426.7339,436.827,442.1991,442.9376,450.2613,436.3372,451.8131,464.6698,482.3159,501.5273,529.6963,535.0281,520.3172,524.9082,542.0496,562.0668,562.989,561.836,556.0416,566.5027,583.7239,,,,,,,,574.204946996466,,,,,,,,,,,,,,,,,,,,,,,,,653.078202995008,665.1808,677.4635,683.6505,702.0855,722.7736,744.163,770.2352,790.2977,796.5556,801.42,807.4459,828.5825,847.7192,863.1498,874.5731,902.2333,921.4578,952.2752,981.7401,991.2244,989.6771,987.7602,990.2984,1004.3173,967.9087,983.562,993.4738,981.3488,991.2323,1006.084,1025.4208,1023.4144,1026.0754,1035.3434,1034.2166,1032.9214,1007.4637,1027.6885,1064.3969,1104.7229,1123.2646,1129.0848,1132.2945,1141.4086,1148.4774,1148.6928,1157.9803,1164.5087,1179.9415,1194.467,1236.6829,1243.7305,1225.7518,1206.9738,1206.1681,1174.582,1178.1793,1201.0598,1214.6623,1208.6277,1188.5836,1201.7149,1230.5921,1169.7445,1100.2338,1047.7135,1009.8757,1011.5997,1013.9458,1010.4521,1013.5646,1015.5093,1030.1861,1023.1472,1026.9947,1041.9373,1045.9163,1057.7329,1049.4738,1051.5756,1046.8608,1048.2928,1050.7876,1048.3494,1032.3345,1054.0282,1056.7713,1044.5756,1047.126,1033.2371,1033.0727,1033.2554,1043.4156,1061.9903,1066.3654,1042.1588,1029.6355,1042.6018,1068.994,1078.1366,1082.8069,1086.697,1087.007,1075.929,1077.5604,1088.5542,1100.2894,1105.1662,1099.0081,1099.1218,1135.8059,1150.6468,1162.7899,1199.9119,1217.6395,1209.4764,1207.473,1232.6473,1253.8035,1280.9988,1250.3754
"Philadelphia","PA","Philadelphia","42","101",42.2637,42.3492,42.3578,41.6017,42.7864,44.2321,44.3908,44.3057,41.8359,41.85,42.1271,42.2901,42.3833,41.6159,41.76,42.7049,44.7045,46.1025,45.4892,45.1442,44.6096,44.2807,43.7292,43.5734,44.3295,46.0894,46.8595,47.5389,47.8314,48.0547,47.2048,47.411,47.0395,45.7395,44.484,43.8509,44.7435,46.749,48.1103,49.0112,49.6762,49.9671,48.2406,48.1862,47.0007,48.7343,47.1956,46.4558,47.8129,48.3811,49.6488,51.2318,52.1931,52.1445,50.829,49.335,48.3321,46.8852,45.5332,44.6661,45.0134,46.9387,48.7187,52.0655,53.8314,53.8968,53.0981,53.3921,53.6499,53.4264,51.88,51.7691,52.9988,54.6079,56.6195,59.442,60.9781,61.0267,60.6828,60.5752,59.9792,59.2421,59.4652,59.3647,60.9376,63.7768,67.2222,69.2668,73.2034,73.1464,72.6404,68.5551,68.2852,71.5408,71.6882,71.0015,71.5534,75.646,79.7193,85.7264,87.6358,87.5514,86.4232,86.4302,87.8755,87.6196,88.3873,88.5162,88.3812,89.9161,96.3068,103.6649,110.0646,109.0831,106.212,105.4529,102.2999,100.7147,100.7392,100.597,103.6912,105.569,109.7659,113.8456,115.9299,115.0159,111.2185,106.8035,105.091,104.5902,105.7747,108.333,112.9972,116.5149,120.9956,122.7432,123.0445,118.7459,117.6985,114.1661,112.2998,109.5273,106.8454,107.6066,111.0782,113.3305,118.2951,122.8462,126.1547,123.7637,120.982,114.0971,109.7096,104.4141,99.8268,98.9006,105.216,109.3643,112.2475,116.1243,122.1012,119.2316,115.3544,114.8279,114.6919,109.5245,105.714,106.2997,108.3377,112.2559,117.6367,116.1607,109.0906,105.5266,104.0391,101.2657,97.6294,97.5292,91.7243,89.4624,94.7679,100.7073,107.0003,106.8688,106.4416,106.3992,102.2805,96.5172,96.1887,93.9728,93.4486,90.3276,93.1218,95.2201,95.8595,103.0048,109.5052,105.9075,100.7087,99.0566,102.4415,105.3108,104.0624,103.6929,106.4045,111.8973,119.7604,123.9968,123.8654,116.7891,114.7838,111.2741,109.8088,105.1604,102.1175
"Alameda","CA","San Francisco","06","001",137.1658,138.0813,139.0154,139.5463,138.1708,137.2537,137.3463,137.0546,137.449,134.6425,135.0673,136.0799,140.8141,143.3866,144.0883,145.9124,147.0924,146.8759,147.3085,149.3051,149.1034,149.2032,150.0304,151.111,153.4245,156.7109,159.9388,161.7548,161.4671,161.5375,161.6294,162.4008,162.8078,163.4973,164.66,167.9532,171.5556,174.135,178.0961,181.5341,182.3939,182.8618,183.9269,185.3229,187.6388,188.9455,191.8646,199.0531,208.9903,217.4156,223.2396,225.5652,230.009,232.311,236.2128,241.0296,245.5858,247.233,252.3965,258.1146,262.0968,261.2991,261.0412,260.2998,257.1152,255.869,251.7632,250.3488,248.2466,246.1058,249.384,255.1238,264.5636,271.1722,276.844,280.235,282.7972,283.1506,281.466,280.1872,280.4944,275.8322,276.3256,279.2922,284.8712,290.1324,291.0394,293.5913,295.9466,296.5298,295.0622,297.6386,299.5387,300.6507,304.0386,310.1242,318.7764,328.9695,336.7932,341.6869,345.6092,346.6729,349.3544,354.0898,358.3153,362.4876,370.1664,378.3109,389.7868,399.5159,405.9014,411.7172,416.6341,419.8006,420.2546,420.3486,420.0595,419.2517,422.0218,425.4778,427.1824,430.0612,432.5231,433.888,430.0745,425.4309,422.311,418.5363,415.7163,410.912,411.5816,413.3323,420.0698,421.0812,416.8003,418.0923,418.0531,409.7554,398.3391,390.2755,381.5563,365.4836,360.5532,360.3993,364.0954,366.2826,356.4061,353.2312,341.4604,334.4571,325.8118,318.115,305.7878,291.5977,282.2345,276.6336,281.7146,285.3061,286.2122,284.4966,287.5803,290.9673,291.5946,288.739,286.8451,275.8812,274.5064,276.611,280.7389,291.1044,290.4926,291.2299,288.4305,281.1476,275.6528,277.0448,273.3192,260.9382,259.0935,261.967,264.3276,264.4842,265.0006,264.8316,263.3059,261.7561,254.3401,250.1875,252.3007,244.6943,244.4616,247.2815,258.3882,263.9172,270.8447,275.5161,279.2327,277.1194,276.3013,278.7492,280.3144,280.7847,284.7595,298.0174,319.4151,336.5971,351.7533,361.9016,360.8859,358.5941,360.4642,358.1134,355.1806,356.0706,359.0851
"Middlesex","MA","Boston","25","017",100.861,104.8161,108.0194,111.1359,112.476,110.2471,107.2001,105.0643,103.4644,104.8407,103.6517,106.3419,109.1711,111.9505,114.7621,116.1102,117.7466,117.2003,114.8009,114.1944,114.2195,117.1728,114.178,113.6139,115.4236,120.0528,125.7082,127.9806,130.0793,127.6041,124.5758,124.238,126.3172,127.1497,127.0106,125.3928,128.4012,131.6294,138.5053,142.637,144.722,143.826,141.5234,140.4218,141.7645,143.7661,142.0542,144.2488,146.2465,152.1536,157.753,163.7322,165.5854,165.0726,163.1526,162.987,165.0146,167.4333,170.1514,170.1576,172.5673,176.3222,183.5714,189.6056,193.4486,192.7153,191.1056,187.6147,186.343,186.7006,186.3319,186.5306,188.9908,195.9918,203.7712,210.4368,215.8088,216.2874,214.2881,209.824,207.8522,208.5982,207.3211,202.8679,206.6263,210.5125,216.7074,224.4748,227.2417,225.0896,220.3445,218.0752,220.6368,218.13,216.109,218.6529,226.406,233.7043,239.4139,244.0236,247.7977,246.7574,245.3685,243.1813,242.9117,242.2049,241.5421,241.9756,242.8257,250.6679,260.9305,266.5005,268.2492,264.7095,259.894,256.4449,257.0591,249.5461,243.537,248.1738,254.3034,257.8576,261.799,261.0294,264.0879,255.5064,247.9214,244.8073,243.0615,242.7202,243.41,242.8583,244.7167,253.1376,255.2067,258.4692,257.8228,254.7588,243.5983,239.9822,235.6901,235.4365,235.5708,236.8415,235.0575,239.7131,241.4791,242.6456,244.4768,235.35,225.6488,215.2115,208.6116,206.7837,208.7268,206.4508,207.7775,211.853,222.4564,230.8192,232.6163,240.8324,235.3844,232.6617,235.9588,233.2389,224.2612,224.9708,231.4187,237.9773,244.3759,249.0508,248.0141,240.5606,231.9915,233.4695,235.9975,229.9122,224.1398,223.8594,225.4489,233.0378,243.2992,246.7146,242.6764,237.088,228.0416,224.2117,220.8012,218.7512,216.8641,219.0164,221.5939,231.5983,241.6836,247.8929,246.0214,237.4733,230.9092,228.3605,228.659,224.5179,222.3689,223.4956,234.1277,243.1646,254.0335,259.5282,259.8248,254.1786,253.4329,251.5833,248.1075,243.55,235.3562
"Suffolk","NY","New York","36","103",91.71,91.6506,88.3963,90.6037,91.0349,90.5361,92.503,94.3118,92.4191,95.457,98.6108,98.2743,99.0326,100.0143,101.9387,101.9585,100.2207,99.0857,96.8363,98.372,100.5613,103.7369,104.0122,105.6435,109.1207,109.1936,111.5943,114.1774,116.3554,114.2331,115.9047,113.9651,113.3739,117.5537,120.3779,117.7674,114.8939,115.5875,122.031,122.576,119.4457,121.0038,123.6302,126.7458,131.3053,130.7317,127.0005,130.2468,133.817,142.8232,145.4622,145.841,143.1158,140.2109,147.264,147.6443,145.0087,142.4554,148.8647,147.0613,152.7947,154.782,159.6555,164.5609,168.7665,168.366,169.3063,169.5609,168.9017,169.6923,172.5292,179.8708,178.5169,185.9574,192.7116,196.0943,192.5933,192.9938,203.2094,207.8962,215.4516,211.7881,207.9674,205.7452,211.7938,221.429,224.5507,224.4318,224.4421,227.5459,228.4543,230.3571,236.8824,234.0518,234.1393,235.6984,245.7158,265.1954,275.2538,263.8889,261.4728,260.245,261.9794,267.1194,277.3687,288.634,278.4401,265.8872,272.3467,285.4415,293.8725,290.9194,287.5655,292.1896,310.6382,312.1684,307.7923,293.9952,295.2996,288.2995,290.3936,298.9881,310.2159,311.529,300.6381,291.3663,283.8495,294.3963,295.944,288.0404,286.0647,283.2695,293.0727,318.6518,320.64,302.3301,290.7258,294.7916,293.5319,296.6504,280.895,274.5073,276.4008,266.5507,258.6366,269.5358,270.0115,257.9331,241.0282,231.3871,235.1165,230.3305,224.6756,220.688,216.819,207.3356,220.2395,216.9915,224.25,221.0863,211.5636,220.3836,223.7051,222.2412,226.2888,222.6987,229.6085,227.002,236.3407,242.5547,235.7299,226.7514,221.9342,215.7538,203.6619,196.9779,200.8902,213.5032,213.1399,217.4549,216.429,222.5636,233.1983,223.6417,220.185,222.2747,226.4052,228.7059,234.1466,230.0142,225.9957,222.921,232.2246,238.5261,245.1696,238.3279,224.6661,229.1003,234.9724,251.6766,253.6756,259.4011,242.4737,257.515,253.044,268.7302,274.1907,269.2932,258.4892,251.6246,261.2499,261.9598,274.9003,275.6121,
