"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"Austin","TX","Houston","48","015",35.7955,37.7644,38.6819,39.3939,36.6972,33.642,29.0102,26.3158,26.6667,24.7423,22.1854,34.8,35.9504,33.7302,29.6154,26.9663,30.9434,32.0988,31.0044,27.9817,30.2632,30.531,29.8643,29.9559,25.2212,27.4336,31.3364,31.1321,31.7308,33.3333,31.0345,32.1053,25.5682,24.4186,36.5169,35,40.1099,39.4737,39.604,38.9744,38.7435,39.8907,34.8571,31.3253,30.5882,31.6456
"Lee","GA","Albany","13","177",30.5322,34.5013,33.3333,31.7585,28.1623,27.1186,27.8302,24.9357,28.5012,23.4234,18.3628,30.0448,29.5405,29.8246,31.681,26.3598,31.0345,27.3159,27.0886,24.7642,21.9144,24.5946,23.8356,27.0588,27.9762,29.3651,30.0792,35.0975,33.3333,32.0122,31.307,30.2083,33.9416,30.4659,36.3333,31.8328,32.7044,34.5029,35.9756,33.2317,36.5188,34.2193,33.1058,29.4118,28.4615,25.2874
"Gilmer","GA",,"13","123",28.0146,34.7295,34.5391,33.4988,34.6651,33.5238,33.2892,34.4779,34.0875,29.5578,27.2331,34.9219,33.9258,34.4418,34.4475,33.8583,36.631,33.0827,28.2414,28.5714,31.1207,35.9303,33.1294,27.0053,33.6735,38.9395,38.5542,39.0666,36.9524,36.8015,27.9367,27.2009,28.1022,28.0519,30.9252,27.6215,28.4802,29.4947,30.1802,34.2826,32.9955,33.5498,25.2766,26.69,26.6033,24.6032
"Wyoming","PA","Scranton","42","131",23.8938,29.7521,29.9213,27.0492,23.6842,24.3478,21.6216,21.9298,21.1009,17.4603,19.5266,27.0833,33.7143,35.1955,42.1053,40.3409,42.4242,33.758,30,25.5319,24.4444,31.7829,27.2109,27.6316,28.3019,27.9762,28.3237,35.625,35.3333,32.4324,24.3363,26,27.193,21.6216,29.0323,26.8966,28.125,32.3353,31.5789,38.4615,38.7097,35.4369,32.5243,26.3959,23.8095,19.6532
"Scott","MS",,"28","123",14.2857,13.3333,21.875,27.2727,25,30.1587,24.6154,20,16.9231,16.6667,17.5439,20.9302,26.087,15.9091,21.7391,14.5455,22.2222,25.9259,25.8065,17.2414,19.2308,27.2727,26.3158,26.4706,23.0769,33.3333,37.037,23.3333,18.75,17.6471,25.7143,25,28.125,18.4211,20.5128,17.5,21.875,25,16.6667,19.2308,25,27.2727,21.7391,20.8333,9.5238,11.7647
"Washington","IN","Louisville/Jefferson County","18","175",30.7692,33.0144,32.906,32.8638,29.3532,28.7179,25.6831,29.7753,27.7174,27.1739,20.3791,24.7368,35,35.4839,34.9727,32.2368,38.5093,36.875,30.3226,24.6835,28.1879,36.3057,36.646,35.3293,36.6864,35.1648,36.4706,35.1852,38.75,38.6364,33.8542,26.8571,26.9663,30.5085,31.2217,28,27.8481,33.3333,37.1179,37.6471,36.5546,37.2807,35.814,32.5243,30.6533,29.4444
"Saint Francis","AR","Forrest City","05","123",27.2727,36.6667,52.1739,42.8571,40,42.1053,36.8421,35,40,43.4783,44,61.9048,46.6667,26.087,20,40,36.3636,35.7143,23.3333,26.9231,8.6957,9.5238,15,6.6667,4.7619,4.1667,7.6923,8.6957,20,31.0345,35.7143,28.5714,17.8571,14.8148,22.7273,23.0769,32.1429,34.4828,29.7297,38.0952,28.9474,28.8889,26.8293,30.9524,27.907,36.1111
"Marion","TN","Chattanooga","47","115",30.3571,31,32.7751,30.2267,26.615,26.7905,19.8347,19.2635,14.3266,14.4357,14.7368,20.9169,23.9316,28.1022,28.0443,25,25.0896,22.4199,22.2997,22.0149,21.6216,24.5353,24.9097,26.4151,26.1194,27.027,28.8066,27.381,27.7778,26.8939,14.1361,17.1141,19.1275,20,21.8354,23.8908,26.8707,25.6757,25.0909,28.9116,28.8809,29.4964,27.6119,25.8333,28.2787,23.5772
"Henry","OH",,"39","069",25.9259,30.3571,34.6154,40.4255,39.5349,37.2093,36.7347,38.5542,39.2857,36.0825,35.3982,36.6337,36.2745,40.3509,52.8302,31.5068,45.7627,30.1587,28.8136,24.5614,35.2941,40.3846,26.2295,35.7143,29.3103,41.0714,31.8182,38.0952,39.2857,39.6226,28.5714,26.5306,25,20,31.7073,28.7879,31.1688,31.0345,34.5238,35.4839,37.6471,21.519,22.9412,23.494,21.8391,23.2394
"Mineral","WV","Cumberland","54","057",39.9061,46.798,47.7064,46.9027,35.5556,30.137,21.0526,22.8155,25.2577,22.0264,20.1794,28.022,27.4286,29,34.0314,26.7606,27.1493,31.4815,26.7606,26.8657,20.7254,25.7426,20.3008,25.6881,28.5047,29.4393,25.4464,29.6137,31.7181,30.9859,17.9803,27.2727,26.1111,26.4368,31.4286,27.0833,26.5957,28.5714,29.6137,29.7189,35.3659,34.3023,29.3103,19.186,20.1183,19.337
"Park","WY",,"56","029",31.0734,34.8399,33.5677,36.3148,26.7823,24.3083,18.7905,17.0455,15.7143,15.6388,15.3348,19.1529,21.0938,23.1465,28.6245,27.6753,26.7823,22.1344,20.1258,19.1304,20.2797,20.5446,23.1651,24.186,25.9414,30,30.6483,30.2505,29.4231,28.3976,23.6686,22.5888,21.1699,23.662,28.3465,23.6659,24.2105,26.2525,32.3045,32.4,29.3388,27.7405,22.1649,20.9913,18.8366,18.2609
"Morgan","CO","Fort Morgan","08","087",29.5858,40,43.125,45.8599,41.4966,37.5,29.7521,26.1194,34.8148,32.1678,26.5823,38.0952,36.9863,32.8859,33.3333,33.7349,38.0952,35.625,36.129,30.3448,25.3623,24.4275,19.708,24.8175,31.5789,34.2657,32.4503,29.6774,35.9712,31.6901,24.5283,21.374,21.4876,20.7207,25.4545,25.4545,23.9316,26.1905,28.6822,30.7692,29.3578,31.5789,25,21,20.7921,17.1717
"Glenn","CA",,"06","021",32.3699,36.4641,39.0244,39.3064,34.9727,32.7869,36.612,32.7485,32.0261,30.3704,23.0303,26.0274,27.673,26.3158,27.3256,29.8969,35.4839,37.6543,35.7143,30.8824,22.4806,27.9661,27.2059,32.8125,33.3333,33.9286,36.6337,35.9551,35.6322,25.6098,26.3158,27.4194,24.2857,22.7273,16.1765,17.9487,17.8082,18.5185,17.2414,22.1053,19.3182,26.087,24.3902,21.7391,24.0506,28.0899
"Madison","GA","Athens","13","195",26.7108,33.7292,32.8395,34.2857,29.5393,33.6158,34.2183,30.9598,29.8462,27.5758,24.7887,29.3548,28.3333,29.5533,29.1525,26.875,29.8013,32.3232,25.7764,25.0847,26.8987,29.9652,25.784,26.5233,25,10.2941,32.2581,33.5907,37.5,32.7586,29.9559,25.5102,27.6596,27.027,34.5,32.5243,31.0502,32.1101,32.381,30.5556,25.5435,27.8947,22.7488,23.0769,27.6471,30.625
"Palo Pinto","TX","Mineral Wells","48","363",35.1351,38.7358,39.6579,37.5204,24.8366,23.7232,20.3156,20.9256,21.9178,16.2602,15.3322,17.0018,24.5798,28.8344,31.7227,30.3609,31.0273,24.3354,21.2302,20.9901,20.2405,22.1172,22.7273,28.8546,31.0493,34.1053,35.3319,36.9369,35.5856,31.7568,25.9574,18.6613,19.9187,21.8623,27.3084,25.1969,29.6842,29.5181,29.249,32.5,31.7992,29.3617,25.7471,23.2143,23.5149,22.4227
"Yazoo","MS","Yazoo City","28","163",23.3333,25.9259,23.5294,32.0755,27.5862,24.5614,24.1379,20.339,17.5439,18.6441,19.3548,31.0345,33.9286,27.2727,29.3103,26.4151,37.7778,34.7826,26,35,33.3333,30,29.1667,31.5789,36.1111,30,33.3333,17.3913,16,18.1818,17.7419,22.6415,27.2727,27.7778,34.4828,30.5085,32.7586,28.5714,30.1887,24.1935,36.8421,31.6667,23.4375,24.0741,26.7857,27.0833
"Powhatan","VA","Richmond","51","145",37.4713,43.1034,44.557,44.9871,37.1134,36.1582,30.2326,27.3292,33.9744,33.6449,28.8235,32.8125,25.3219,28.0576,30.2387,28.8372,36.3881,35.5491,31.8885,32.4528,31.6872,32.9502,30.2405,38.4314,36.2264,42.268,42.9603,41.6342,37.4517,37.0213,26.3889,24.5455,24.3902,24.3781,27.3171,25.523,24.1525,26.9841,25.4032,25.9843,28.3654,31.25,27.5862,24.5536,23.3503,22.1719
"Dinwiddie","VA","Richmond","51","053",24.3316,26.699,24.826,26.1084,25.187,25.9259,24.5763,22.5543,24.4186,29.3919,27.0358,35.1145,32.0346,35.1852,32.5688,27.4194,31.5789,32.4201,29.7414,32.9114,26.9231,27.4678,32.4675,32.1888,36.6972,36.9369,31.7308,23.2,23.8298,22.8448,23.1884,23.3333,23.5294,27.673,27.2189,30.8511,34.6369,38.2353,44.0678,43.0851,50.2793,47.8495,34.8039,32.1053,30.4094,27.6923
"Summit","CO","Silverthorne","08","117",35.9026,39.9015,39.6965,40.9747,38.0705,37.5293,33.8908,30.9109,28.8994,23.469,21.9401,28.1092,29.7232,29.4077,35.8196,34.8948,32.8497,28.0359,22.1689,19.2068,14.6906,18.9002,17.4672,20.3471,22.1163,27.3755,28.6765,30.2838,29.2151,25.9314,24.1128,20.2775,21.2466,20.9177,22.2511,19.7262,18.882,21.3714,24.972,28.4141,15.9233,19.1203,15.8547,18.705,20.6218,21.1618
"Morehouse","LA","Bastrop","22","067",29.5652,34.7107,37.0079,31.9444,35.2113,30.2817,26.7606,25.3425,23.2394,24.2424,22.3776,28.2609,26.2411,24.3902,27.7311,24.2857,34.0278,35.625,40,38.3562,32.8671,34.2466,27.5641,33.8028,41.4634,43.9024,39.2,37.1901,29.9213,28.4553,15.5914,10.3448,20.1754,23.4234,27.193,26.2712,33.6283,33.3333,34.7458,34.2105,32.5,34.6154,32.2581,31.3559,31.8584,28.4483
"Decatur","GA","Bainbridge","13","087",17.4863,24.3421,26.8657,28.8,26.2295,22.6891,18.3908,18.3673,25,27.1028,29.4118,24.7619,19.0083,23.1405,27.0677,21.7054,26.9231,32.1739,28.8462,26.3636,22.1154,29.1262,26.7241,33.3333,36.2745,34.375,34.6939,26.4368,27.6596,32.0652,31.6092,28.2353,27.5862,25,28.4946,32.2581,33.5079,27.0936,32.381,31.0526,28.0788,27.1028,25.9434,27.6596,24.8677,27.7487
"Sanpete","UT",,"49","039",27.0833,29.932,28,28.5714,26.5306,26.7045,25.5952,28.7356,30.4348,23.5294,18.7793,25.7485,21.5569,25.6684,32.9114,28.0899,27.2727,25.5556,23.4973,21.3904,15.4286,17.4359,17.2589,23.2558,28.3688,32.1429,30.6122,24.4444,22.449,27.8261,19.2547,21.6495,20.6186,15.5963,19.4631,18.9944,20.1031,22.1622,19.4444,18.0556,15.942,16.8269,14.1361,17.8571,18.9349,18.3673
"Lauderdale","TN",,"47","097",31.0105,36.8613,38.6719,34.5725,24.8889,19.8157,15.942,13.3333,24.0566,21.3636,23.1818,28.4916,28.9941,28.6517,20.7547,23.5294,28.5714,27.5862,26.875,30,24.8447,30.4054,25,26.5306,31.0345,33.1126,45.1389,42.3611,37.8205,31.2925,22.4599,22.7273,27.8146,25,31.5789,36.7742,42.4658,40.1361,37.6623,37.1257,30.1775,36.4238,38.3117,34.7222,31.8182,25.8741
"Montgomery","NC",,"37","123",19.5599,22.549,31.829,30.4878,25.8621,26.2211,14.6409,13.4375,14.0673,17.2012,18.0791,23.8506,26.4706,23.2558,22.0497,22.9773,24.4224,18.1347,15.3374,12.8205,12.1581,17.1053,13.1902,17.7049,22.028,25.4795,23.7197,24.7934,25.6024,23.5465,17.0616,14.2091,16.5289,17.9063,20,19.1099,19.8454,23.5732,18.4322,22.7273,29.0323,29.5775,29.4985,24,20.2749,15.5556
"Door","WI",,"55","029",23.5832,28.8043,28.1757,26.8671,27.2464,26.306,18.738,20.6136,17.7498,14.8803,15.7407,22.3947,21.5339,22.7928,24.0351,23.1489,22.9215,24.839,18.3986,17.4408,14.313,15.3187,14.9823,16.2264,19.4444,25.3116,23.9733,23.1111,22.4852,22.6762,18.4143,17.226,17.1951,16.0648,20.1581,18.9422,18.3867,19.9074,18.2796,21.822,27.8075,20.2775,19.2405,18.6709,16.1345,17.2906
"Henderson","TN",,"47","077",24.1803,26.3158,31.6667,28.2511,24.0909,32.3024,29.5455,31.6602,36.0294,26.2069,21.5686,29.7297,25.9542,25.9124,29.845,26.7658,28.3582,27.8884,28.4047,33.3333,29.1304,34.3478,29.9595,30.8333,29.7414,31.5126,31.0638,25.1678,24.3827,28.7234,21.9753,23.3696,23.8095,25.0746,23.9645,27.5862,31.3725,33.195,35.9813,35.3712,35.0467,35.7488,36.1386,33.4951,33.1606,28.5714
"Hardee","FL","Wauchula","12","049",32.6531,36.4706,41.4634,26.506,23.3766,25.6757,22.3529,22.3529,23.6559,21.978,19,25.6098,19.7531,20.7317,24.6154,19.4444,20.2899,18.1818,21.7391,23.8095,24.1935,28.7879,37.5,33.871,24.2424,36.3636,36.3636,29.4872,28.8889,32.1839,25.2874,23.2558,25.3012,23.0769,18.8889,23.75,24.2857,20.8955,19.6721,18.5185,24.1379,28.7879,40.3226,37.0968,29.1667,31.8182
"Carter","KY",,"21","043",40,31.25,35.7143,47.8261,46.1538,42.1053,43.75,37.5,25,18.5185,21.7391,23.3333,27.027,25,28.125,23.6842,21.4286,24.3243,23.5294,27.5862,29.6296,31.25,28.5714,35.4839,30.303,31.5789,26.3158,25,25.5814,33.3333,31.7073,31.5789,28.5714,34.1463,33.3333,31.25,28.2609,33.871,32.6923,36,39.2157,38.8889,37.2549,34.6939,38,32.6531
"Le Sueur","MN",,"27","079",43.2877,49.2997,50.1425,45.1977,38.2789,33.3333,29.1291,28.1646,27.7027,28.5211,22.7564,30.4054,22.6667,26.2774,37.8747,38.7879,44.5946,37.037,28.6195,27.9851,23.6287,31.6964,28.5714,28.1967,31.3725,38.5852,35.0168,34.8276,35.2941,31.3291,29.1045,30.0469,27,24.5098,29.7297,24.3802,23.9669,29.7521,29.1339,36.4964,34.6008,33.7165,31.8008,30.531,28.169,27.7487
"Peach","GA","Fort Valley","13","225",31.8996,34.767,32.1799,29.6578,27.1375,22,20.524,22.5664,20.5426,24.4275,23.9437,28.1124,32.4427,21.9718,31.5574,26.2774,31.5412,31.295,29.1228,31.1787,27.6364,30.83,29.3388,30.0926,26.2626,25,29.5455,28.7671,31.1828,28.7179,25.6281,20.9945,19,21.4612,30.6667,29.8165,33.8164,33.3333,34.4037,30.4147,30.9859,30.6604,27.2727,26.4423,25.9091,30.303
"Barton","KS","Great Bend","20","009",44.4444,45.8904,44.898,48.9362,44.2857,40.411,34.127,27.1186,26.8657,24.6377,21.9355,25.5814,27.0833,21.5909,20.202,24.0642,25.7485,25.5814,27.2727,26.6234,24.359,29.8701,26.5537,29.3103,27.8409,26.5625,27.7487,36.1582,33.75,35.5705,26.9461,26.2411,29.0909,25.5319,22.549,21.2963,17.757,19.3548,27.4336,34.1667,34.1667,40,34.6154,29.8507,25.5814,26.8519
"Wells","IN","Fort Wayne","18","179",31.0345,39.3939,35.9184,33.7037,33.2046,31.2236,21.7822,22.9167,25,25.641,19.1358,25.5435,34.715,40.9091,48.8889,43.9815,42.132,38.764,33.1288,25.4902,23.8095,19.4969,18.4,28.821,28.2443,37.6344,38.3764,40.2256,38.3142,36.0153,25.8865,24.1071,34.0541,25.7143,28.7179,30.8756,28.0488,37.1981,42.2886,42.2535,42.3256,40,32.4895,27.9188,25.1497,20.8333
"Garvin","OK",,"40","049",12.5,15.0943,21.3115,19.8347,18.6047,16.6667,14.0496,17.0543,15.5039,12.5926,10.2941,34.8485,33.8462,35.2941,35.9375,29.8507,39.1892,33.7662,31.8182,42.6471,28,27.2727,39.3443,38.3333,36.9231,40.3226,26.3889,23.0769,16.3934,12.3077,17.1429,24.1935,27.1186,26.4151,29.7297,25.3333,24,31.0811,25,31.6832,33.3333,30.2083,27.2727,26.5823,22.0183,26.2136
"Simpson","MS","Jackson","28","127",29.3706,32.5397,34.5588,36.4964,25.9542,26.4463,25.641,24.7788,25.1969,21.2121,20.9302,27.2727,28.6957,23.8462,16.3636,18.4783,22.7273,23.6842,27.2727,34.2857,36.6667,31.25,23.0769,27.2727,32.2581,41.3043,39.5349,47.0588,45.4545,25.7143,30,28.2051,31.5789,32.6087,35.8491,32.6087,31.25,35.8491,42.5926,27.381,20.4819,22.619,20,17.0732,15.7303,14.6667
"Morton","ND","Bismarck","38","059",37.3626,42.4242,42.1053,45.8716,46.4646,43.1579,36.1446,30.4878,29.2683,28.2353,22.4719,29.8851,34.8837,28.4211,21.8391,20.9877,20.4545,18.6916,17.6471,13.3333,12.1212,8.8889,5.8333,10.8696,15.3846,18.8119,16.5049,17.9487,16.9118,20,21.875,22.2222,24.7423,16.8421,14.0351,16.3265,12.8788,13.913,18.0556,20,22.1053,19.802,23.1481,25,19.5122,12.987
"Custer","OK",,"40","039",27.6423,37.5,45.7143,47.5248,47.2527,34,27.7778,25.2874,23.5294,18.5185,11.3402,19.3548,23.6364,22.5225,29.3578,26.1682,34.7368,33.6842,28.2828,28.0899,26.9663,28.5714,26.8041,17.9487,20.202,26.087,34.1772,31.0345,32.9268,30.9524,13.1868,27.2727,26.6667,23.0769,21.2766,18.75,25,32.9412,30.7692,35.7143,38.0952,33.3333,31.1111,30.3797,28.0488,31.6456
"Barbour","AL","Eufaula","01","005",24,27.7487,25.1309,24.5989,25.8242,33.3333,33.7209,30.4598,26.7857,18.0233,17.1429,24.375,29.2994,33.5484,25.1462,21.6374,26.6667,25.6545,24.3523,24.4681,25.9804,32.4468,33.1551,32.5843,32,37.3786,33.4975,31.0526,28.2723,24.3386,18.6813,20.1117,20.3488,16.6667,22.9947,20.1087,20.442,11.8367,17.6471,25.6281,28,25.1185,23,23.7113,23.0392,22.1675
"Carroll","AR",,"05","015",22.5503,26.3661,29.9435,30.0283,24.2138,22.3301,17.0608,16.0079,15.0476,19.0647,17.0034,22.8516,24.1509,24.2754,24.8521,21.9178,25.0958,23.301,21.9608,20.8511,19.2394,23.3796,23.1579,26.4957,24.2424,26.971,23.5052,22.9979,22.8395,23.6786,14.7444,19.4954,20.2353,18.0328,21.5078,20.3285,18.3044,22.5926,22.4525,24.5875,26.8421,25.2991,21.9081,20.3846,19.0291,15.812
"Cherokee","NC",,"37","039",26.4161,31.7287,28.7063,26.5093,24.9351,27.5153,25.5185,22.6824,23.1724,17.4738,17.0337,27.4018,27.0186,26.9204,22.2377,22.6601,26.6118,25.5917,20.4496,18.2001,16.9308,20.5457,23.705,21.7761,24.6083,30.4186,29.2523,26.8534,28.1873,27.7826,17.3794,21.6667,22.4731,21.0296,26.0394,24.2456,22.9105,24.6226,24.6777,27.5519,28.2507,25.9392,21.4642,19.9085,23.0678,22.2222
"Mason","WV","Point Pleasant","54","053",18.4358,29.2398,32.5581,30.5882,28.4946,19.3548,14.9171,16.2791,12.2807,17.4419,14.6739,18.3824,20,20,27.6119,21.6216,26.7123,20.6897,19.4444,17.6056,20.6107,21.1679,23.9437,23.8095,14.7368,18.1818,17.3469,21.9512,19.0476,22.0183,14.6552,16.3636,19.3878,13.5922,15.3153,10.7692,15,17.6471,17.9856,19.8347,21.6495,16.8317,21.5686,18.1818,15.7895,17.8218
"Ashe","NC",,"37","009",24.8889,29.1845,26.4887,28.2902,25.5319,27.9831,26.122,23.3611,21.6667,16.7568,16.6309,25.0321,27.9584,28.6064,30.5952,28.7185,26.3874,25.2153,17.9278,17.7665,15.4651,21.03,18.8034,23.0659,23,25.7746,25.884,25.4928,28.6765,27.3002,23.1567,19.5489,19.1083,21.1909,22.7124,23.0769,24.6753,25.4032,23.1795,28.4644,26.3499,18.9263,20.0229,21.8654,18.9793,21.0526
"Hardeman","TN",,"47","069",10.5263,19.5402,18.5714,21.25,20.5128,17.8947,12.5,14.4928,16.4384,15.0943,16.0714,20.3704,20.9524,23.8532,32.6316,27.551,32.3232,29.8851,26.1364,28.3951,33.8235,31.3433,29.2683,27.381,36.3636,28.8288,27.6423,28.3333,29.5082,29.2035,25,27.8846,32.6316,26.3736,26.0417,19.5876,19.2308,23.4783,23.8462,25.8065,27.5,23.8095,23.9669,21.0084,25.4098,28.3019
"Orleans","VT",,"50","019",25.5245,29.5775,28.5479,29.3823,18.5738,16.3701,11.575,13.6735,12.5257,9.7691,9.1068,12.1905,18.0467,18.4906,24.8619,21.466,20.4959,19.9634,16.9091,15.1697,11.1579,11.134,12.1387,14.2582,16.6369,20.9898,21.2978,19.2691,23.2517,20.5674,17.2316,14.0794,11.1814,11.1354,15.2838,13.253,17.0642,20.4301,22.7826,25.2159,23.741,23.8182,19.3916,16.5236,14.4654,11.5196
"Codington","SD","Watertown","46","029",37.1429,42.4929,46.2428,41.9825,34.3465,31.6568,30.7692,30.363,29.7945,22.0395,15.9159,21.9941,28.3626,33.1536,38.6111,35.6021,37.3984,36.5714,32.8025,34.0741,25.7937,31.3253,29.3651,25.2366,27.8169,29.6928,28.5235,27.1903,33.7793,33.8235,26.3844,23.6967,24.5192,24.5098,28.2511,25.1082,24.5968,27.5591,24.4275,27.8986,32.8,31.3043,29.7561,27.7457,25.1534,25.4545
"Toombs","GA","Vidalia","13","279",32.4324,35,27.8481,37.1795,32.1839,28.5714,29.1971,25.5474,26.4516,25.4902,15.5844,24.031,22.8346,23.7762,27.8912,28.9474,25.1366,29.9363,29.375,28.0255,24.2775,30.625,25.2874,31.8519,30.5556,33.5878,26.0163,31.405,34.5865,32.1429,32.0313,28.8136,25,26.9841,23.4848,21.8487,25.8929,20,23.622,22.5,19.0789,17.4497,18.4211,20.3008,26.7606,32.0611
"Cibola","NM","Grants","35","006",42.8571,41.1765,36.1111,34.2105,29.7297,28.125,25.8065,16.6667,21.0526,21.2766,13.8462,16.9492,19.6721,29.3103,27.451,22.2222,18.6441,19.6078,24.0741,18.3673,11.1111,17.3913,15.6863,15.3846,12.963,17.5439,14.1176,17.5824,18.0851,18.9474,20.4918,17.0455,17.6471,26.9231,32.0513,26.9663,21.1765,23.4694,23.7624,24.1379,22.1239,16.2791,13.0435,13.1868,12.5,11.7021
"Upson","GA","Thomaston","13","293",33.1104,39.2361,37.9661,44.2105,39.1753,40.824,29.1513,23.0769,26.0563,28.8538,27.8388,30.4878,34.0517,26.7717,32.6693,30.315,37.3541,37.6984,29.878,38.9831,34.7639,42.3256,34.5622,32.2727,29.8701,33.1878,33.4783,36.2791,34.9754,30.9179,22.1622,21.5569,22.8916,26.3889,29.5597,26.5432,26.3473,22.1591,24.5614,20.6751,22.5806,25.7463,28.3582,25.1852,26.5152,30.1205
"White","GA",,"13","311",28.0899,31.1582,32.2481,31.2796,32.7586,34.0694,26.461,24.9589,25.6956,23.5679,19.1358,20.1361,24.3796,25.2125,29.2609,27.8125,31.3725,25.4992,23.0216,28.088,28.9963,31.8949,26.4803,23.5294,25.7576,25.7367,26.9311,26.294,25.3394,26.0417,20.339,19.9488,23.662,23.3516,25.3197,24.1558,21.3836,24.4813,23.8289,27.0955,26.6537,27.2388,26.07,23.2848,20.3125,20.1774
"Union","MS",,"28","145",41.8919,53.9683,42.8571,40.9639,31.8681,34.0909,31.3253,23,24,18.4932,17.7632,23.7762,27.7778,26.3514,26.5734,23.9726,22.1374,29.2308,25.1969,25,18.3333,21.4815,19.5122,23.6842,26.5487,27.2727,25.4545,21.9048,17.3077,18.3673,12.2699,11.6438,21.9298,24.2991,25,26.4706,32.1101,32.381,29.5652,38.3929,42.1569,35.3982,29.5652,30.6931,22.0183,30.0971
"Baker","FL","Jacksonville","12","003",35.533,37.3737,34.1121,38.1643,33.3333,28.9216,30.7292,34.4633,32.9545,32.2404,29.0323,36.5854,37.7358,44.1558,44.0994,41.1043,47.4026,42.5806,35.7616,39.2857,37.7953,37.2881,36.7647,40.9449,39.6694,41.1765,40.625,26.2887,24.5455,28.4314,18.6275,21.4008,25.2577,26.6272,32.9114,36.7521,30.7692,29.7297,27.193,27.8689,31.746,38.5714,36.5517,37.037,39.8438,34.4538
"Marion","MS",,"28","091",20.7143,24.2647,20.8633,20,21.5278,20.8633,20.354,13.8889,15.5172,14.7541,13.1387,16.6667,21.9858,23.1884,18.3206,17.1429,15.2778,13.8158,10.828,12.4088,13.8462,18.6992,13.9394,21.2963,22.8571,19.0476,22.8916,21.4286,19.1781,18.6667,14.5455,15.2542,16.3265,19.1489,16.6667,14.433,19.3878,21.2766,24.7059,24.2105,20.4301,20.4082,20.4301,19.1489,17.7083,28.3333
"Lewis","NY",,"36","049",27.2222,28.6432,27.5229,21.9178,19.3548,16.4948,17.5879,18.6813,13.1579,11.165,9.3897,18.617,21.393,26.556,27.1552,22.2222,24.898,21.5054,22.8571,17.7419,14.6444,15.0794,12.749,14.5594,20.0787,25.6055,23.7931,26.3889,27.2401,28.1369,23.8636,15.2466,12.8713,18.1319,24.8677,25.9259,24.7573,26.1468,24.3119,24.2291,26.8182,26.2222,20.8738,23.0769,20.2186,19.0476
"Elmore","ID","Mountain Home","16","039",42.9268,43.3875,42.8571,45.5013,49.0085,48.4756,42.9012,38.9241,37.299,35.2941,29.0323,37.987,44.3396,45.4023,50.1567,48.9726,43.75,40.367,38.3178,40.3333,32.4627,34.7015,35,34.1637,35.786,39.2857,34.3396,36.9099,38.806,39.9281,34.2949,33.5878,36.1702,36.5741,40.678,32.5,29.7071,35.0211,40.3361,38.3399,34.7826,31.7164,28.5211,21.7391,22.1662,28.5714
"Edgefield","SC","Augusta","45","037",29.3578,33.6634,31.8627,31.4286,28.2051,29.5699,31.0881,28.7958,27.7228,23.5849,21.1454,28.9474,32.9412,31.2169,29.4416,30.4124,30.5263,36.6667,22.4044,22.1622,20.1031,26.8041,23.1579,23.9234,27.1277,26.0204,25.8427,22.9885,27.1523,25,23.4043,21.9101,25.7669,27.673,26.4865,22.0513,22.4599,19.598,20.9756,21.2264,24.8705,27.4112,27.3171,27.933,27.0833,28.8043
"Anson","NC","Charlotte","37","007",31.7919,35.0282,27.4725,27.2727,21.1111,19.186,19.3182,18.9024,21.2291,18.5,16.9154,26.3736,22.8571,25.7143,24.8485,16.7702,22.5434,20.6704,21.1765,24.0964,18.8235,24.8366,23.3766,23.3766,22.7586,25,25.7813,28.125,23.3083,18.75,16.9935,13.6364,15.894,15.6863,19.6532,26.7123,26.8657,29.8507,25.7813,23.8095,23.9669,24.1379,27.5229,24.4898,21.4286,17.2414
"Clay","IN","Terre Haute","18","021",31.2102,38.0435,36.5248,36.5942,31.6901,32.3741,26.1411,26.0684,27.027,23.7705,17.4089,24.7826,24.2009,26.6332,25.2381,23.8532,30.0448,29.6651,31.2821,30.2564,29.0155,39.1304,31.4721,29.1667,28.877,31.383,32.0197,31.746,32.8042,34.0426,29.7959,39.1566,42.236,35.6164,34.1463,32.5153,31.7919,35.5932,38.4615,38.3495,41.0628,42.233,36.8687,35.8696,32,31.7919
"Mingo","WV",,"54","059",17.6471,29.4118,38.4615,42.8571,54.5455,53.8462,41.6667,36.3636,36.3636,,,,,9.0909,7.6923,6.25,,18.1818,18.1818,,,,,,,,,,,36.3636,16,27.2727,20,20,11.1111,11.1111,12.5,18.75,11.7647,29.4118,46.6667,36.3636,35,27.7778,15.7895,
