"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"Jefferson","MT","Helena","30","043",350000,357000,350000,350000,350000,349000,299000,309000,289500,289500,309000,299000,299900,299000,295000,285000,285000,275000,289000,285000,289900,282000,284999,279900,297900,259900,259900,261000,285000,274900,274900,239900,229900,247900,247900,249900,259900,247900,245000,249000,249500,249999,259900,249999,249900,240000,239900,239000,188900,209900,199999,188900,179000,178000,249000,239900,247000,247000,249000,255000,270000,245000,225000,219000,223900
"Lancaster","VA",,"51","103",595000,499253,495500,499253,495000,519900,495500,495500,475000,450000,449000,450000,449900,450000,450000,449000,428000,425000,414700,399000,399900,399000,399000,395000,395000,377000,359500,349500,359000,385000,395000,385000,397000,395000,397000,399000,374900,399000,395000,399999,399000,399000,410000,399000,399000,395000,395000,379000,349000,379900,375000,397000,359500,369000,359900,369000,359900,365000,365000,365000,375000,369000,365000,349000,349000
"Louisa","IA","Muscatine","19","115",99500,97500,97500,85000,89000,84000,88000,88000,74900,74900,74900,88636,89900,81900,92500,92500,92500,84900,81900,81900,89900,84900,81900,81900,89000,92500,95000,97000,95000,92500,97000,97000,115000,119900,119900,120000,119900,119900,119500,119500,92500,95000,90000,79900,90000,94900,90000,94500,99500,99500,99500,100000,99900,115000,99900,99500,95000,99500,99900,110000,115000,110000,104900,99900,104900
"Hancock","IA",,"19","081",84531,58000,84531,58000,58000,55000,54000,55000,55000,63000,63000,135000,105000,58500,58500,58500,56000,56000,56000,59900,56000,59900,69900,72000,74000,94900,94900,85000,74000,72000,86000,114825,114825,89900,99900,89900,119900,89900,87500,86500,89900,85500,83900,85000,89900,85500,89500,85500,74500,89500,85000,84500,84500,85000,89500,79900,85000,84900,85000,79900,70000,69900,69900,70000,69900
"Box Butte","NE",,"31","013",,,,,,,,,,,,,,,,,,,,56500,52500,60900,55000,60900,74900,59900,59900,59900,59900,54900,,54500,39900,54500,75000,69900,69900,71900,71900,79900,79900,,,,,,,,26500,24750,26500,32000,92900,89900,99000,,79900,76000,,,,75000,75000,75000,80000
"Lowndes","AL","Montgomery","01","085",45000,169900,,225000,235000,,235000,235000,114900,235000,114900,139000,139000,139000,69000,104900,110000,144500,180000,219900,175000,175000,175000,175000,144500,144500,144500,140000,144500,144500,144500,144500,199900,199900,190000,189900,189000,189000,157900,134900,105000,145000,157900,189000,189000,157900,129900,178900,129900,129900,149900,129900,129900,129900,145000,135000,145000,155000,156500,156500,145000,179900,149000,149000,149000
"Pike","AR",,"05","109",134900,139500,134900,129900,129900,99900,84900,84900,89900,89900,119000,94900,119000,119000,89900,94900,94900,94900,94900,94900,132000,129900,129900,139000,132000,129900,139900,132000,132000,139900,139900,139900,139900,139900,115000,115000,119000,115000,57800,56100,56950,57800,57800,69900,62500,59900,139900,109000,90000,93500,98500,93500,107900,103000,112000,94900,94900,106900,108000,108000,109000,109000,94500,118500,118500
"Chattahoochee","GA","Columbus","13","053",114900,,114900,,,,,,,139900,139900,149900,159000,149900,149900,159000,159000,159000,159000,178000,178000,178000,178000,164900,142500,145000,137900,137900,132900,137900,132900,137900,184900,184900,184900,119900,194900,209900,203990,207490,199000,192215,199000,194900,204500,147500,194900,189900,189900,189900,132900,,,,169900,169900,165000,129900,120000,120000,120000,109000,109000,105900,109900
"Green","KY",,"21","087",104900,89950,97500,97500,99950,110000,110000,119900,110000,107500,95900,87900,69900,71900,99950,99950,142000,130000,130000,130000,119000,82000,79950,79950,74900,82000,104900,115000,116900,115000,115000,110000,99900,99900,100000,119900,119000,119000,109000,109000,92900,89900,79000,109900,149900,149500,98000,98000,99900,89900,86900,86900,79500,89900,84900,84900,100000,90000,100000,100000,100000,115900,100000,84900,65000
"Scott","AR",,"05","127",128000,105000,128000,92500,97500,85000,80000,80000,80000,89500,97500,89900,89900,106000,132500,106000,110000,110000,104500,88000,97500,109000,90000,92500,120000,95000,87000,79900,95000,97000,95000,90000,90000,95000,90000,81000,97000,109900,109900,105000,115000,119900,132500,115000,97500,96500,96500,99900,95000,109500,110000,110000,110000,105000,94700,110000,120000,115000,124900,115000,108900,108900,108900,100000,97500
"Watonwan","MN",,"27","165",61500,69500,69500,61600,61500,59900,61500,61500,64900,64500,64500,61500,74900,74900,79500,70000,74900,79900,85500,85500,89500,89500,89500,89500,89500,89500,89900,79900,78500,70000,78500,59900,62900,62900,70000,64500,77500,64500,75000,77500,77500,79900,79900,75240,79500,79500,79900,74900,74500,69900,75000,74500,79900,89900,94000,94000,89900,89900,89900,87000,87000,87000,84900,99500,99500
"Saint Helena","LA","Baton Rouge","22","091",,,,,,,,,,,,,,,,,,,,,,,,143900,,169500,180000,159500,180000,180000,180000,155000,,,,122900,,169000,164900,169000,129900,104900,,,104900,104900,41400,,,101500,99900,124900,146500,175000,170000,185000,170000,135000,160000,168000,124900,140000,139500,139500,105900
"Lake","SD",,"46","079",219000,269900,199000,199000,212000,269900,218000,249900,249900,198000,249000,249000,185000,164900,164900,173500,158000,185000,184900,184900,184900,149900,149900,129789,125000,129000,102000,110000,99000,129900,139500,168000,162500,175000,198000,198000,198000,180000,164900,149900,142500,142900,185900,199900,199900,199900,210000,218000,147900,147900,147900,134900,107500,155900,189000,199900,185000,184900,199900,199900,199900,122000,122000,159900,159900
"Morrow","OR","Pendleton","41","049",174900,120000,120000,110900,110900,110900,114900,110000,99000,99000,110000,99000,99000,92500,99000,99000,99000,99000,99000,99000,96999,124900,130000,120000,124900,130000,139900,142000,142000,147000,139000,139000,148335,142000,148000,169000,166000,169000,169500,189000,165000,165000,190000,159900,150000,139500,133000,158000,139500,125000,124900,164000,164000,149500,136999,125000,125000,145500,149900,149900,149900,149900,149900,169000,179000
"Alleghany","NC",,"37","005",225000,225900,224900,227900,224900,224900,220000,229500,225900,205000,229500,247900,237400,229500,225900,229000,225000,215000,220000,220000,219000,218900,215000,215900,209000,199999,199000,199000,195700,195000,198500,199900,209000,199900,199900,209000,189000,199000,199900,228000,209000,209000,198000,190000,189000,189000,199000,179900,179900,200000,199900,199900,195000,195000,189000,189500,189900,199900,198500,214000,219900,219000,209000,204300,209900
"Latimer","OK",,"40","077",75000,68500,74500,75000,110000,110000,110000,96000,96000,84500,76050,84500,96000,79900,110000,110000,124900,139500,126900,139500,139500,139500,120000,130000,120000,130000,120000,130000,130000,120000,120000,149900,147900,105000,105000,112000,112000,114000,134900,134900,114000,112000,98500,120000,128500,134900,110250,125000,110250,125000,96500,149900,121250,120000,119900,117000,119900,119900,107000,99900,98000,96500,89900,80000,89900
"Essex","VA",,"51","057",227750,227750,219950,221389,227750,229500,229900,229000,221389,215500,221389,230000,218000,218000,215000,215000,211000,211000,209900,218000,239000,211000,219950,224900,211000,199950,199000,195000,198000,197000,187000,189000,215950,215950,197000,199900,199000,199000,199000,199500,189900,199000,209950,199500,180000,165350,154950,189000,169950,179950,189500,189500,199000,189500,179000,195000,189000,184950,176800,189900,180000,184900,189900,175000,169950
"Walsh","ND",,"38","099",,,,,,,,,,,,,,,,,,,,70000,,,,,,57500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89500,84900,,,,
"Mackinac","MI",,"26","097",149900,149900,149900,159000,165000,164500,155000,154900,149900,149900,149000,140000,139900,139900,148000,144900,139900,147000,160000,160000,165000,165000,160000,145000,144900,145000,147500,140000,137200,130000,132000,130000,139900,145000,137000,135000,148500,139900,137000,138150,129000,135000,135000,150000,160000,160000,150000,157500,123000,135000,134500,139900,145000,150000,154900,159000,165000,164500,157500,125000,124900,120000,110000,100000,105000
"Bacon","GA",,"13","005",135000,120000,120000,100000,100000,99900,99900,100000,135000,135000,129000,120000,99900,135000,129000,120000,119900,119900,98000,119900,109000,109000,119900,134900,139000,125000,139000,134900,119900,119900,134900,119900,119900,115000,119900,125000,120000,112000,89900,89900,89000,89900,75000,65000,117000,110000,110000,119900,119900,119900,119900,119900,,119900,119900,95000,95000,89900,119900,119900,149900,295000,169000,,150000
"Barnes","ND",,"38","003",,,,,,,,,,,,,,,,,,,,80000,,,,,,,,,,,,,,,,,65000,65000,89500,89500,89500,142000,100000,89900,109900,89900,100000,,,,,,,,,,,,,,,,,,
"Skamania","WA","Portland","53","059",275000,266000,275000,295000,299900,295000,286900,299900,299900,299900,279900,279900,294900,295000,294900,279900,275000,276900,275000,276900,299000,299000,299000,299000,296000,295000,249900,249900,285500,309000,279000,299500,299900,299900,299900,305000,280000,258000,224000,224000,224900,233000,249000,234900,243900,234900,245000,229900,197000,229900,225000,222900,234900,235000,239900,249000,250000,249900,249000,245000,224900,218500,199000,195000,195000
"Red Willow","NE",,"31","145",79900,89900,84500,86500,81000,81000,77500,75000,75000,72000,70250,70000,70000,70250,70000,60900,64900,67500,75250,69500,59500,75250,69500,65000,59500,59500,,59500,59500,59500,78900,59500,62900,73000,59500,78000,85000,89500,85000,85000,96850,112500,99900,79950,87900,78000,78000,88700,75900,88700,88700,99700,98700,92500,92500,90000,89900,84900,95000,129500,99850,99850,87900,87900,89900
"Cumberland","IL","Charleston","17","035",89900,95000,95900,109000,85900,85900,95900,122000,122000,122000,122000,104900,127500,127500,97000,124900,139900,137500,129900,129900,112000,99900,99500,99500,119000,104900,91000,99500,99500,116900,116900,116900,119900,104500,129900,153000,153000,154900,153000,153000,149000,149000,139000,129900,139900,122900,139900,132000,129900,98000,89500,89900,90000,89500,90000,89900,128900,119000,119000,99900,99900,99900,99900,108900,104900
"Early","GA",,"13","099",74900,74900,,,78440,,79900,92500,92500,84900,,,84900,,85900,85900,92500,84900,84900,119900,95000,,86600,72000,72000,,,,95000,94900,199000,100900,199000,175000,175000,160000,160000,160000,,,,,,,74900,,155000,119000,114900,117500,114900,114900,98000,118500,119000,109900,118500,118500,119987,155000,145000,145000,109500,114000,135000
"Evans","GA",,"13","109",229900,214000,229900,189900,189900,189900,189900,189900,184900,152500,140000,140000,149900,149900,114900,144900,164500,154000,154000,154000,150000,154000,144000,179900,189900,189900,180000,169900,129900,107500,125000,119900,81900,81900,81900,125900,125900,155000,139000,119900,129900,143500,129900,149000,155000,150000,155000,184000,150000,135000,135000,118900,130000,125000,164900,120000,120000,100000,99000,95900,98900,99000,109000,98900,90000
"Candler","GA",,"13","043",129500,99950,129500,119000,129500,124900,129500,129500,130000,130000,129500,124900,124900,108900,124900,121900,124900,121900,115000,115000,99900,115000,124900,130000,128000,122500,102000,102000,115000,124900,119500,116000,120000,108000,117000,120000,120000,125900,124900,124900,125000,121900,119900,121900,129500,129500,132000,120000,112900,125000,125000,122900,125000,125000,110000,116000,127000,110000,110000,110000,104900,104900,104900,110000,134900
"Pope","MN",,"27","121",234900,225000,240000,199000,140000,159000,149900,164900,160000,169000,169000,189000,195900,175000,169000,149900,149900,149900,149900,179000,179900,195900,195900,199900,205000,199900,179000,178900,179900,179900,185000,189000,185000,184900,184900,179500,169000,168900,159000,139000,139900,146000,139900,179900,179900,167500,174500,174500,174500,144000,144000,154900,139000,114000,120000,134500,135900,148500,149500,149900,159900,165000,168000,165000,165000
"Emery","UT",,"49","015",,,,,,,,,,201980,201980,164990,159000,,,,,,,,,,,,,,159000,99000,179900,174976,142140,180000,180000,159900,153500,199990,225000,225000,225000,225000,215000,225000,130000,,,110000,134000,156000,169500,159999,169500,169900,169900,169500,169500,169500,159000,79000,93000,93000,93000,79000,45000,65000,129000
"Boundary","ID",,"16","021",242900,242900,239021,225000,225000,229000,225000,219000,219000,219000,219000,212500,199999,199900,199000,195000,189000,189900,188000,185000,185000,180000,189000,189000,189500,189500,189500,195000,197500,209000,204900,225000,228000,228000,199900,210000,199500,189900,189000,178000,179000,179900,179000,179000,189000,190000,199000,199000,179900,189500,187000,184000,184000,169900,185000,187000,187000,190000,179000,169500,172000,169500,170000,156000,169000
"Monroe","KY",,"21","171",,59900,124000,124000,124000,124000,89900,89900,71900,65000,65000,65000,46900,46900,79900,87500,135000,135000,149000,138900,138900,138900,138900,138900,138900,138900,138900,138900,138900,138900,138900,138900,138900,159000,149900,138900,138900,138900,138900,138900,138900,138900,138900,138900,138900,138900,129900,129900,82082,79800,61468,72500,72500,114900,72500,114900,45000,45000,62000,77000,76900,77000,95000,110000,132900
"Middlesex","VA",,"51","119",398000,398000,398000,385000,389950,399900,399000,389000,395000,395000,398000,397000,399000,399000,395000,399000,375000,394500,399000,394500,394500,364990,359000,349000,325000,329000,325000,334900,325000,299000,299000,349000,339000,329000,339000,329000,324950,295900,295000,299900,292300,279900,289500,299000,299900,299750,315900,299000,297000,299000,299000,319000,319900,309500,319000,299900,319000,325000,300000,300000,315900,325000,309500,299900,295000
"Johnston","OK",,"40","069",80000,80000,80000,80000,80000,68500,59900,89900,89900,132000,89900,89900,61200,60300,89900,138500,279000,181500,181500,112000,89900,110000,110000,75000,110000,112000,149500,110000,176000,149500,139500,139500,100000,100000,100000,139500,115000,114000,118000,98500,129500,76600,73000,85000,137000,180000,210000,180000,124900,124900,99500,124900,124900,124900,136000,135000,130000,109000,92500,92500,92500,92500,92500,124900,96500
"Guthrie","IA","Des Moines","19","077",109900,96900,103000,102000,112900,112000,129900,116900,122000,127800,165000,155000,164500,150000,150000,149900,150000,144000,144000,150000,139900,155000,139900,139900,145000,134900,139900,135500,110000,109000,110000,114900,130000,110000,110000,99900,119500,159000,149900,149000,149900,169900,169900,189900,159900,169900,175000,175000,150000,157000,169900,160000,159900,189900,209000,212000,212000,225000,205900,212000,179000,179000,189000,189000,189000
"Alcona","MI",,"26","001",164900,158792,154900,149000,149500,149500,149900,149000,147000,149000,150000,150000,158000,158000,159900,159900,159900,159900,158000,149900,149900,149900,158000,158000,159500,149900,130000,140000,139900,139000,139000,139000,139000,145000,145000,139900,135900,129900,126900,126900,109000,125000,125000,129900,124900,124900,119000,119900,119900,134900,149000,129900,125000,109900,115000,125000,129000,125000,124900,129900,124900,124900,124900,118000,124900
"Custer","NE",,"31","041",,,,,,,,,,,,,,,,,,,,,,,,,44900,60900,69500,79900,119000,119000,169900,205000,179900,119000,79900,119000,189900,189900,,,,,,,139900,139900,120000,57900,23900,,,,,85500,54500,45000,49000,40000,36000,17750,17750,36000,36000,36000,32500
"Montgomery","MS",,"28","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128000,52200,52200,90000,,,125000,72900,79900,65000,109900,109900,,,,85000,54900,46500,46500,51750,,,,,,195000,160000,125000,89900,160000,85000,89900,96500,99500,99500,99500
"Rains","TX",,"48","379",165000,169900,179900,175000,169900,144900,149900,149500,119900,124900,129900,151500,149500,152000,155000,139000,149000,139900,149000,142000,143900,129500,129900,119000,139000,139000,149999,149900,145000,169000,164500,169900,159999,159000,180000,180000,169900,159000,155000,154600,149900,149900,139900,149900,147500,135000,139900,129999,110000,129900,129726,129900,125000,125000,129900,129726,99900,99900,109900,110000,109500,105000,99900,99900,99500
"Bullock","AL",,"01","011",102450,85000,84500,85000,85000,85000,75000,85000,98500,99900,99900,112000,94250,94250,98500,115000,98000,129000,98000,98000,95000,85000,82000,82000,80000,85000,80000,80000,84900,80000,85000,85000,85000,85000,75000,65000,65000,74900,75000,75000,75000,99900,99900,88500,,75000,74900,,,,,,,,,,,,120000,,99500,125000,130000,125000,125000
"Oregon","MO",,"29","149",105000,129900,129900,129900,129900,120000,120000,120000,119000,119000,120000,118500,120000,110000,110000,110000,110000,108000,99900,107500,109000,99500,94000,90000,89900,89900,94000,89900,85000,84000,110000,108000,119500,119750,129000,130500,119000,119000,99500,105000,105000,100000,99900,99900,89900,89900,84900,84500,89900,92500,89500,79900,84500,89900,89900,89900,94500,96500,96500,98000,92500,89900,89500,87500,89500
"Lake","MN",,"27","075",184900,164900,179900,155000,144900,139900,144500,149900,159900,165000,178500,189900,189900,189900,174900,174000,179900,179900,169900,179000,179900,179900,179000,189000,179900,194000,194900,199000,219000,219900,179500,174000,187900,185000,189000,187900,195000,189900,187900,172900,189000,195000,199900,199000,189900,189900,199000,199000,174900,189900,189900,195000,184900,199000,199000,180000,185000,169000,167900,164900,160000,159000,158000,149900,157000
"Winnebago","IA",,"19","189",103000,103000,108500,108500,105000,103000,110000,110000,110000,110000,91500,110000,95000,89900,91500,91500,95000,95000,89900,85000,74900,82500,79900,82500,74900,74900,85000,85000,76500,76500,75900,76500,75900,80000,69900,69900,85000,70000,75900,79500,83000,85000,85000,89900,91500,95000,95000,99500,99900,99900,86500,99900,99900,99900,99900,101000,110000,102500,112500,109500,102500,112500,127500,112500,127000
"Owen","KY",,"21","187",149500,149900,95000,93700,89000,93700,94500,97500,109900,112500,97500,99900,119900,125000,129500,119900,115500,115000,114900,119000,118900,124900,125000,129000,128900,125000,119900,119900,113000,113000,114900,114000,119900,114900,119900,119000,128900,129900,129900,129900,128900,113900,124900,109900,119000,119900,119900,119000,99500,129900,119900,115000,115700,111900,115000,115700,115700,109900,99900,94000,105000,115700,115700,114900,125000
"Sabine","TX",,"48","403",159000,165000,151905,165000,148000,165000,132000,129000,125000,132000,125000,125000,120000,132000,125000,125000,132000,125000,132900,132900,132000,140000,139900,140000,145000,135000,135000,149000,149900,150000,149900,149900,145000,160000,162500,194000,199900,220000,192000,199000,220000,199500,215000,259000,250000,259000,259000,215000,239000,239000,219500,195000,190000,199000,179900,215000,209000,215000,215000,235000,225000,175000,180000,210000,198000
"Carroll","KY",,"21","041",85000,95000,95000,110000,95000,81500,85500,95000,95000,110000,94500,105000,95900,101000,118500,99800,100000,99800,99900,109000,118500,135000,125000,129500,129500,135900,134900,118000,109900,109900,110000,125000,129500,129500,129900,129900,129900,129500,129900,129900,129900,129900,129900,129900,135900,129900,139900,139900,139900,139900,127500,124900,124900,99900,129900,127500,119000,98500,98900,95000,100000,117500,114900,117500,129000
"Tunica","MS","Memphis","28","143",,,,,,,,,,,,,,,,,,,,,,,,138900,129900,170000,169900,149900,169900,169000,169900,170000,175000,184900,189900,179900,179900,152000,174900,160000,146000,149900,99900,72800,129900,110000,,,108800,165000,,,,,179900,175000,179900,175000,159900,125000,169900,175000,175000,169900,
"Mitchell","IA",,"19","131",,,,,,94500,89500,94900,94500,94500,74900,89500,58500,61900,59900,49900,49900,49900,49900,49900,79900,,94900,89900,93000,93000,98000,89900,89900,89900,79900,89900,92000,89900,94500,91000,89500,84900,84900,86900,86900,87900,94500,89900,92000,89800,89000,89500,89000,113500,89500,99500,89900,87000,87950,87950,89900,87000,89450,89900,89700,85500,82000,82600,79900
"Clay","TX","Wichita Falls","48","077",117000,117000,117000,119900,123000,119900,123000,175000,144900,75900,69900,69900,79900,79900,79900,79900,79900,79900,82900,95500,129900,128500,120000,120000,109900,84500,93000,93800,109900,103000,98000,98000,114000,107500,100000,99900,99900,114000,119000,118000,118000,118000,119000,119000,119000,119900,115000,110000,106499,119900,119000,105000,109900,99900,110000,110000,109900,109900,109900,88000,93000,86500,88000,88000,88500
"Montgomery","IA",,"19","137",97500,89000,97000,79000,71000,65000,69900,69900,79000,79000,79000,76000,79000,76000,74900,79000,79000,74900,75000,67000,67000,69900,66900,66900,69500,69500,55000,51500,55000,39900,35000,35000,44900,50000,52900,74500,69900,69900,75000,79900,79000,72000,74000,74000,69900,76530,75000,75000,74900,73500,69900,74000,69900,69900,85000,75000,74900,74000,70000,60000,64500,69900,64500,67900,68900
"Crawford","IN",,"18","025",89900,89000,89000,83900,89000,89000,84000,89900,79900,79900,78000,79900,83900,79900,87900,85000,90000,92900,94900,95000,95000,99500,99500,99900,99500,99500,95000,94400,94400,94400,88000,89000,89000,87000,88000,93900,89000,74900,74900,74900,74900,74900,74900,78000,78000,79000,86100,90000,74500,84900,74900,77900,73500,74900,69900,84900,85000,85000,79000,85000,85000,89900,98900,99900,98900
"Franklin","IA",,"19","069",99900,,,,,,,,99500,89000,78500,69900,69900,69900,69900,69900,74500,74500,75000,74500,75000,74500,,109500,,,74500,74500,73900,73900,73900,75000,79900,84900,84900,84900,84900,84900,79900,79900,79900,79500,84500,71250,69900,78900,78900,78900,74900,84900,89900,89900,79900,79900,79900,72000,84900,74900,79900,74900,79900,78500,79900,79900,79900
"Ward","TX",,"48","475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,,,,,,,,,,,
"Iron","MO",,"29","093",74900,79900,89900,97500,89900,99900,99900,110000,99900,99900,97500,119500,125000,125000,125000,110000,97500,105000,97500,94000,95000,93460,70000,81000,89900,81000,55000,60000,75000,75000,75000,79000,75000,72500,69500,79000,79000,78850,78850,69500,79000,69500,79000,79900,97900,124900,88000,83000,68978,88000,95000,89900,97900,88000,65000,65000,69000,69500,69000,79000,73500,74000,68900,64900,69000
"Switzerland","IN",,"18","155",130000,130000,120000,130000,130000,130000,139500,144877,134900,145955,134900,117900,134877,129900,124500,129900,129900,134877,139900,139900,139900,139900,145955,145955,149500,149500,139900,139900,134900,134900,134900,125000,141900,139900,139900,145000,134900,143500,144900,142900,144900,159900,159900,168900,161500,159900,158400,159900,159900,159900,159900,149955,159900,159900,149000,139900,149000,149900,149000,149900,149900,160000,172000,170000,149000
"Franklin","TX",,"48","159",322700,322700,299000,275000,250000,289000,299900,300000,299900,299500,300000,299000,292500,272500,265900,234000,249500,265900,292000,295000,295000,279500,275000,269000,269000,269000,229000,229000,245000,239000,249900,249500,249500,239000,230000,209000,199500,199000,189900,185900,189000,190000,185000,192500,197500,199900,199900,199900,179000,199900,189900,187900,199000,199000,197500,190000,195000,189900,199000,197500,195000,189900,190000,189900,199900
"Carroll","MS","Greenwood","28","015",,,,,,,,,,,,,,,,,,,,189900,225000,225000,225000,225000,255000,235000,235000,189900,235000,235000,179500,219000,235000,235000,,,219000,219000,,,198500,150000,153000,159500,110000,150000,170000,170000,198000,,,,,,,,,,,,,,,,
"Wilkes","GA",,"13","317",125000,96000,96000,125000,110000,99800,99800,99800,94800,99800,99900,99900,99800,99800,110000,99900,115000,125000,142500,129900,129900,129500,125000,129500,129500,125000,115000,115000,124500,109000,144900,145000,128000,92000,128000,128000,109000,126900,128000,126900,99900,137500,129900,126000,109000,114900,114900,117000,124500,114900,105000,105000,105000,99000,89900,89900,114900,109900,99000,96500,85000,96500,110000,120000,142000
"Perry","AL",,"01","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,,127200,127200,,,,,,,,,109900,124900,125000,125000,124900,119900,110000,119900,,119900,,120000,,,119900,110000,98900,110000
"Clay","NC",,"37","043",237000,250000,249000,249000,250000,229000,229000,225000,229500,230000,249000,245000,246900,249000,245000,245000,234900,239500,249000,239900,235900,229900,229900,235900,229900,229000,229000,219900,224990,199950,209999,219900,219000,199900,199900,199900,200000,200000,200000,205000,204500,204500,214500,219000,205000,205000,219900,219000,119900,169000,199900,219000,199900,199000,199900,199900,214900,214900,199900,199900,189900,205000,198500,195900,194000
"Lincoln","WA",,"53","043",159500,145000,130000,125900,125000,122500,130000,134900,130000,134900,132000,139900,140000,140000,150000,140000,125000,145000,145000,147500,160000,165000,168900,175000,169900,149900,144900,144900,129900,133500,140000,144500,135000,135000,132900,132900,129900,124500,125000,124500,120000,125000,125000,139000,139000,131000,140000,139000,139000,125000,123900,119000,119000,112000,125000,129900,129900,128800,139000,129000,135000,132000,125000,105000,105000
"Marion","TX",,"48","315",125000,124900,125000,125000,115000,115000,125000,125000,115000,125000,120000,119000,109900,114700,129000,135000,135000,129000,135000,138500,132500,135000,136675,138500,135000,135000,144000,149000,149500,149500,149500,130000,130000,135000,155000,149500,149500,135000,149900,135000,134400,129500,129500,147000,142000,139000,130000,125500,99900,119000,127500,127500,139000,149900,149500,149500,149900,145000,139900,144000,140000,149000,147000,147000,139000
"Nowata","OK",,"40","105",99900,64900,64900,52000,52000,59900,69000,69900,69000,70000,77000,77000,82000,85000,89900,97000,124900,113400,110000,128000,128500,129000,129900,135000,150000,135000,135000,135000,135000,135000,135000,114000,110000,100000,95000,99750,92000,109900,100000,119900,98700,125000,98000,89900,98000,108000,94500,79000,79000,75900,75000,75000,75000,71200,76000,76000,79900,79900,89000,89000,79900,85000,93000,95000,114000
"Colfax","NE",,"31","037",,,,,,,,,49300,,,,,,,,,,,,,,,,,,,,,,,,,,49900,,,,48000,,74900,89900,104000,94900,105000,42000,71000,,115000,129900,124900,124900,129900,124900,124900,134500,,,,,,,,,
"Keokuk","IA",,"19","107",,,,,,73500,69000,69000,69000,69000,54500,54500,44900,44900,54500,55000,55900,55900,72900,72900,72900,70000,80000,67500,100000,77500,67500,51500,59900,65000,74000,75000,75000,72500,69900,69900,69900,67000,64000,69900,69900,70000,74900,75900,69900,63000,67900,64500,64500,60000,60000,55000,55000,55000,64900,65000,75900,69900,75900,79000,77000,72900,59900,65000,75000
"Runnels","TX",,"48","399",,,,,,,,,,242271,230250,229659,220185,181241,181241,179195,166665,178990,178990,155325,178990,75000,85350,65000,69900,69900,68900,59900,59900,69900,149900,197900,197900,149900,144900,105000,119900,99500,99500,99500,88500,88500,73000,58950,110000,122500,144900,88500,88500,99000,94900,88000,88500,105000,114500,195900,129500,97500,92500,79900,79900,95000,89350,135000,130000
"Blanco","TX",,"48","031",250000,244900,239900,239900,209900,229900,229900,225000,210000,210000,229900,224000,229800,229800,229800,229500,229800,235000,249900,250000,249900,249900,248885,239900,248885,250000,259000,259000,229000,253500,259000,248950,269000,298500,292000,293990,299000,279000,265000,256900,275000,275000,275000,269900,274900,259900,274900,266990,195000,259000,269000,249900,259900,295990,299900,324500,335000,324500,324500,315000,299900,310000,299999,307500,299900
"Towns","GA",,"13","281",289900,279800,274900,274900,279900,276900,279000,274900,274900,269500,265857,250000,255000,265900,265000,249900,249900,239900,244900,249000,244900,239900,239900,229900,229900,230000,229000,229000,229900,229900,229900,237777,234900,225000,219900,219900,225000,229000,225000,225000,224000,225000,229099,229900,234900,230000,229900,234900,189000,195500,219900,220000,220000,220000,220000,220000,220000,220000,219000,219900,204900,210500,210000,200000,200000
"Kemper","MS","Meridian","28","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000,92000,95000,95000,92000,92000,79900,95000,97000,95000,,,,,,,,,,,,,,,,,,,,,,118500,118500,118500,118500,,
"Ritchie","WV",,"54","085",119900,108900,94500,118000,108900,89900,92000,99000,92500,92000,92500,83800,70000,82000,79900,92000,99000,91000,91000,89900,119900,125000,91000,89900,89900,94900,95000,94900,108500,99500,92000,108500,115000,89000,92000,95000,106000,97500,85000,91500,91500,85000,79900,69900,79000,84900,79000,84900,95000,115000,115000,84900,89000,149900,127500,79000,89000,89000,140000,139900,139900,104000,112000,89900,84900
"Perry","AR","Little Rock","05","105",164900,157900,135000,119500,129900,119500,129900,149900,129900,122900,122900,119900,119500,104040,129900,180000,149900,119500,109800,121500,99500,99500,135000,139900,149900,149900,149900,159900,149900,149900,135000,100000,139500,149900,135000,135000,130000,130000,155900,169900,155900,179900,179000,172000,127500,149000,166000,155000,159000,155000,159900,159900,149900,119900,119900,118500,95000,99500,98500,95000,99500,99500,99500,100000,126700
